,Wild Lifespan,Gene(s),Mutant Lifespan
1717,18.5,tor,22.7
1718,19.2,tor,21.6
1719,19.7,tor,22.4
1720,19.2,bec-1,20.2
1721,18.4,bec-1,19.2
1722,18.5,bec-1,18.3
1723,18.0,lgg-1,17.8
1724,18.4,lgg-1,19.8
1725,18.5,lgg-1,18.3
1726,19.0,pha-4,18.2
1727,18.4,pha-4,18.7
1728,18.5,pha-4,17.4
1729,19.0,vps-34,20.3
1730,19.2,vps-34,19.0
1731,18.4,vps-34,19.6
1732,19.0,tor,22.7
1733,18.4,tor,23.1
1734,18.5,tor,21.3
1735,11.3,nmur-1,15.4
1736,12.1,nmur-1,12.2
1737,10.5,nmur-1,14.0
1738,11.8,nmur-1,12.7
1739,13.8,nmur-1,14.4
1740,12.8,nmur-1,14.2
1741,11.6,nmur-1,15.3
1742,11.8,nmur-1,14.8
1743,11.7,nmur-1,16.6
1744,11.2,nmur-1,14.8
1745,11.0,nmur-1,14.7
1746,12.4,nmur-1,15.1
1747,20.7,daf-16,18.0
1748,20.7,daf-12,21.7
1749,12.2,daf-16,9.7
1750,11.77,ins-18,11.77
1751,11.77,ins-18,
1752,16.0,daf-2,42.33
1753,10.0,daf-2,31.6
1754,16.59,utx-1,20.0
1755,13.96,utx-1,18.27
1756,22.4,utx-1,22.8
1757,19.0,utx-1,24.66
1758,21.36,utx-1,24.45
1759,19.62,utx-1,25.16
1760,15.37,utx-1,18.94
1761,13.71,utx-1,15.77
1762,17.27,flr-4,25.45
1763,17.27,flr-4,
1764,21.5,sek-1,21.76
1765,18.97,nhr-8,14.96
1766,18.81,flr-4,27.07
1767,19.13,flr-4,26.44
1768,19.55,flr-4,25.4
1769,19.25,drl-1,30.18
1770,19.61,daf-16,17.45
1771,17.14,skn-1,14.98
1772,13.0,flr-4,16.07
1773,14.05,flr-4,16.51
1774,22.8,hif-1,20.0
1775,20.8,hif-1,19.2
1776,17.5,daf-2,28.125
1777,21.6,daf-16,17.6
1778,22.0,daf-16,16.8
1779,28.0,bec-1,24.0
1780,8.5,daf-2,18.8
1781,12.7,daf-2,25.3
1782,23.2,hsf-1,17.9
1783,23.2,daf-16,16.9
1784,13.5,hsf-1,9.6
1785,18.0,daf-16,12.0
1786,18.0,daf-2,35.6
1787,19.2,let-363,21.1
1788,19.2,ifg-1,
1789,19.2,let-363,
1790,17.0,daf-16,
1791,12.0,daf-16,
1792,12.0,akt-1,
1793,19.5,skn-1,
1794,19.3,skn-1,
1795,19.5,nlp-7,
1796,19.3,nlp-7,
1797,19.5,cup-4,
1798,19.3,cup-4,
1799,17.1,skn-1,
1800,17.3,skn-1,
1801,17.1,nlp-7,
1802,17.3,nlp-7,
1803,17.1,cup-4,
1804,17.3,cup-4,
1805,17.2,skn-1,
1806,16.1,skn-1,
1807,17.2,nlp-7,
1808,16.1,nlp-7,
1809,17.2,cup-4,
1810,16.1,cup-4,
1811,22.0,skn-1,
1812,22.1,skn-1,
1813,22.0,cup-4,19.8
1814,22.1,cup-4,19.8
1815,22.0,nlp-7,19.0
1816,22.1,nlp-7,20.7
1817,15.9,daf-2,28.6
1818,15.9,daf-16,14.3
1819,15.9,age-1,25.6
1820,15.9,sgk-1,29.8
1821,15.9,pdk-1,14.8
1822,15.9,atk-1,11.5
1823,21.6,nhr-49,14.4
1824,16.9,nhr-49,10.7
1825,22.5,nhr-49,12.2
1826,22.5,nhr-49,9.5
1827,17.9,nhr-49,9.5
1828,16.9,cyc-1,19.6
1829,21.6,nhr-49,
1830,18.5,daf-16,15.6
1831,20.3,daf-16,
1832,20.3,tcer-1,
1833,17.0,daf-2,34.6
1834,17.0,cyc-1,30.7
1835,17.0,cco-1,28.3
1836,16.9,daf-2,27.9
1837,16.9,cco-1,21.0
1838,22.3,ocr-2,23.0
1839,17.47,tax-6,26.0
1840,15.4,daf-16,10.1
1841,14.4,daf-16,15.8
1842,14.2,age-1,17.6
1843,14.3,daf-2,25.3
1844,14.2,jnk-1,11.6
1845,12.0,jkk-1,9.5
1846,12.7,jkk-1,12.5
1847,12.7,mek-1,8.4
1848,14.5,mek-1,14.9
1849,10.0,mpk-1,8.1
1850,22.57,skn-1,16.85
1851,14.3,sir-2.1,13.3
1852,14.3,daf-16,9.4
1853,13.9,sir-2.1,12.8
1854,13.9,daf-16,9.2
1855,14.4,sir-2.1,15.6
1856,14.4,daf-16,9.1
1857,14.5,sir-2.1,15.3
1858,14.5,daf-16,9.2
1859,14.3,sir-2.1,14.2
1860,14.3,daf-16,9.2
1861,15.4,sir-2.1,17.5
1862,15.1,sir-2.1,17.3
1863,15.0,sir-2.1,18.1
1864,15.1,sir-2.1,17.6
1865,18.6,ftt-2,14.0
1866,18.6,ftt-2gs,17.0
1867,18.6,daf-16,11.7
1868,18.6,par-5,13.3
1869,18.6,par-5gs,18.6
1870,18.6,daf-16,11.1
1871,16.7,ftt-2,15.8
1872,16.8,ftt-2,16.3
1873,16.8,ftt-2,16.1
1874,15.8,ftt-2,12.6
1875,15.1,ftt-2,14.2
1876,15.5,ftt-2,13.4
1877,23.08,ragc-1,29.09
1878,23.39,ragc-1,29.01
1879,22.93,raga-1,28.91
1880,23.67,rheb-1,28.51
1881,23.67,daf-15,26.43
1882,22.56,raga-1,28.65
1883,19.46,ifg-1,28.95
1884,20.98,eif-1,27.98
1885,23.96,raga-1,30.48
1886,22.09,raga-1,24.02
1887,23.15,raga-1,32.9
1888,23.44,raga-1,28.15
1889,22.67,ragc-1,28.17
1890,23.44,ragc-1,29.94
1891,23.08,daf-15,28.0
1892,24.77,daf-15,26.97
1893,23.08,rheb-1,27.22
1894,24.77,rheb-1,29.6
1895,23.58,ragc-1,26.7
1896,23.16,ragc-1,30.18
1897,22.87,daf-15,24.38
1898,22.87,rheb-1,28.62
1899,22.93,cco-1,27.87
1900,22.17,cco-1,29.23
1901,22.93,cyc-1,27.77
1902,22.17,cyc-1,28.35
1903,21.56,ragc-1,28.31
1904,19.46,eif-1,23.97
1905,21.36,eif-1,28.76
1906,21.83,eif-1,29.33
1907,21.83,raga-1,26.12
1908,22.26,raga-1,29.94
1909,23.78,raga-1,29.87
1910,23.95,eif-1,31.88
1911,23.96,eif-1,31.51
1912,23.95,raga-1,30.13
1913,23.96,raga-1,30.65
1914,17.2,frh-1,20.6
1915,16.4,frh-1,19.8
1916,18.4,bec-1,16.8
1917,17.2,atp-3,25.7
1918,17.2,isp-1,30.3
1919,17.2,nuo-2,28.8
1920,17.2,cco-1,28.5
1921,18.5,lipl-4,19.64
1922,19.81,lipl-4,19.01
1923,18.48,lipl-4,18.57
1924,20.62,rsks-1,23.09
1925,15.1,daf-16,
1926,15.1,prmt-1,
1927,16.1,daf-16,
1928,16.1,prmt-1,
1929,19.9,hsf-1,9.2
1930,16.9,hsf-1,6.3
1931,18.2,hsf-1,5.8
1932,19.4,daf-16,12.2
1933,20.2,daf-16,13.3
1934,17.7,aak-2,16.3
1935,17.8,aak-2,14.5
1936,17.8,hsf-1,10.3
1937,16.2,hsf-1,7.6
1938,18.6,daf-15,24.1
1939,18.7,daf-15,22.3
1940,18.6,ragc-1,23.2
1941,18.7,ragc-1,23.4
1942,18.4,rps-6,20.0
1943,17.7,rps-6,19.4
1944,18.4,rps-15,20.4
1945,17.7,rps-15,20.5
1946,17.8,hsp-16.1;hsp-16.2;hsp-16.11,16.9
1947,16.2,hsp-16.1;hsp-16.2;hsp-16.11,14.5
1948,17.8,hsp-70,18.9
1949,16.2,hsp-70,19.4
1950,16.9,hsf-1,11.3
1951,18.2,hsf-1,10.8
1952,19.9,daf-16,14.6
1953,20.3,daf-16,15.5
1954,17.8,daf-16,12.5
1955,16.2,daf-16,10.8
1956,16.5,pqm-1,14.61
1957,16.5,daf-16,13.15
1958,16.5,daf-2,31.88
1959,11.97,daf-2,29.51
1960,19.89,daf-2,30.86
1961,19.89,daf-9,17.95
1962,17.08,daf-9,14.16
1963,22.64,ife-2,
1964,22.3,ifg-1,27.91
1965,22.43,skn-1,19.87
1966,22.28,skn-1,17.94
1967,22.51,ife-2,
1968,23.55,ifg-1,
1969,22.62,eif-1,
1970,10.0,daf-16,8.4
1971,13.3,daf-2,22.4
1972,12.2,skn-1,11.3
1973,12.9,skn-1,11.8
1974,20.0,elt-3,17.0
1975,15.82,cep-1,16.63
1976,11.5,aakg-4,11.8
1977,14.3,daf-2,29.1
1978,14.2,daf-2,31.2
1979,13.5,daf-2,29.8
1980,14.4,daf-2,28.7
1981,15.1,daf-2,28.0
1982,11.1,aakg-4,11.2
1983,11.8,aakg-4,12.4
1984,11.7,aakg-4,
1985,11.3,aakg-4,
1986,9.7,aakg-5,10.7
1987,9.7,aakg-4,10.2
1988,9.9,aakg-4,9.9
1989,9.9,aakg-5,10.0
1990,20.49,isp-1; ctb-1,27.23
1991,17.78,isp-1; ctb-1,25.98
1992,19.28,isp-1; ctb-1,29.63
1993,17.49,isp-1; ctb-1,23.98
1994,17.09,isp-1; ctb-1,21.74
1995,17.79,isp-1,25.43
1996,18.72,isp-1,25.5
1997,16.76,isp-1,25.15
1998,15.61,isp-1,19.63
1999,13.0,eak-4,13.5
2000,13.0,sdf-9,13.75
2001,13.0,eak-6,13.5
2002,18.04,vhl-1,25.53
2003,16.88,vhl-1,22.83
2004,18.67,vhl-1,25.94
2005,20.13,vhl-1,22.98
2006,17.99,vhl-1,24.28
2007,22.46,vhl-1,31.51
2008,24.45,vhl-1,32.81
2009,22.39,vhl-1,27.43
2010,21.19,vhl-1,26.38
2011,26.0,vhl-1,28.77
2012,22.67,vhl-1,27.5
2013,23.32,vhl-1,30.31
2014,31.07,vhl-1,45.45
2015,34.48,vhl-1,49.7
2016,28.69,vhl-1,47.5
2017,33.28,vhl-1,51.79
2018,31.98,vhl-1,48.51
2019,18.04,daf-16,14.98
2020,18.65,daf-16,15.83
2021,20.13,daf-16,16.68
2022,18.73,daf-16,15.47
2023,20.64,daf-16,18.75
2024,21.19,daf-16,20.15
2025,26.0,daf-16,18.19
2026,22.67,daf-16,18.45
2027,22.87,daf-16,18.57
2028,31.07,daf-16,29.61
2029,34.48,daf-16,30.98
2030,28.69,daf-16,28.9
2031,33.28,daf-16,32.91
2032,31.98,daf-16,30.34
2033,15.2,ftt-2,11.66
2034,15.2,par-5,15.44
2035,15.2,daf-2,39.92
2036,15.2,daf-16,10.21
2037,13.1,hcf-1,18.0
2038,13.6,daf-16,9.9
2039,13.9,hcf-1,18.6
2040,14.5,daf-2,27.4
2041,14.5,age-1,21.1
2042,14.7,hcf-1,19.3
2043,13.4,hcf-1,15.6
2044,13.6,hcf-1,17.5
2045,16.66,frh-1,19.66
2046,17.33,frh-1,21.33
2047,17.0,atp-3,5.0
2048,15.0,frh-1,21.5
2049,13.75,frh-1,21.0
2050,15.0,frh-1,20.0
2051,15.0,frh-1,25.0
2052,15.9,frh-1,20.4
2053,15.9,atp-3,8.4
2054,15.9,isp-1,25.3
2055,15.9,cco-1,24.9
2056,17.0,atp-3,7.0
2057,16.3,frh-1,21.3
2058,16.3,atp-3,5.3
2059,20.0,hlh-30,18.0
2060,17.1,sir-2.1,15.5
2061,16.2,sir-2.1,15.4
2062,17.6,sir-2.1,
2063,17.6,daf-16,
2064,18.2,sir-2.1,17.9
2065,17.5,bec-1,18.9
2066,22.9,vps-34,24.5
2067,22.9,bec-1,23.6
2068,19.7,bec-1,19.0
2069,19.5,bec-1,18.5
2070,24.5,vps-34,22.9
2071,19.8,bec-1,19.8
2072,21.4,bec-1,18.2
2073,19.9,bec-1,18.0
2074,20.6,bec-1,18.0
2075,21.4,bec-1,21.1
2076,20.6,bec-1,19.7
2077,17.5,bec-1,16.2
2078,17.5,vps-34,15.0
2079,14.6,aak-2,21.98
2080,19.02,tax-6,24.45
2081,21.1,aak-2,26.75
2082,22.98,tax-6,24.46
2083,20.0,xbp-1,16.0
2084,18.63,xbp-1,16.43
2085,20.0,xbp-1,17.23
2086,17.33,daf-16,13.33
2087,16.8,daf-16,13.2
2088,21.5,hsf-1,16.0
2089,11.81,sod-1;sod-2;sod-3;sod-4;sod-5,13.63
2090,20.52,pmk-1,21.05
2091,21.33,gpdh-1;gpdh-2,26.0
2092,21.57,daf-16,15.78
2093,21.87,nhl-1,14.37
2094,21.66,egl-27,18.88
2095,19.0,cye-1,26.1
2096,18.9,cye-1,24.2
2097,19.9,cye-1,24.0
2098,19.4,cye-1,25.3
2099,19.4,cye-1,25.5
2100,19.3,cye-1,25.0
2101,19.1,cdk-2,25.6
2102,19.1,cye-1,23.6
2103,18.8,cdk-2,24.1
2104,19.3,cye-1,23.8
2105,19.4,cdk-2,24.6
2106,19.5,cdk-2,24.6
2107,18.3,cdk-2,25.6
2108,19.3,cdk-2,22.7
2109,18.0,cye-1,24.9
2110,19.5,cye-1,27.0
2111,18.9,cye-1,26.6
2112,18.9,cdk-2,26.1
2113,19.3,cye-1,25.8
2114,19.3,cdk-2,25.3
2115,19.3,cye-1,25.2
2116,18.5,cye-1,23.4
2117,20.4,cye-1,24.3
2118,19.3,cye-1,23.6
2119,20.1,cye-1,26.7
2120,18.8,cye-1,24.2
2121,20.1,cye-1,27.1
2122,20.1,cdk-2,26.3
2123,18.8,cye-1,24.4
2124,18.8,cdk-2,23.3
2125,19.0,cye-1,25.7
2126,19.6,cye-1,24.3
2127,19.0,cye-1,24.2
2128,19.1,cye-1,23.1
2129,19.5,cye-1,23.7
2130,19.4,cye-1,24.5
2131,18.9,cye-1,23.5
2132,18.6,cdk-2,23.5
2133,20.4,cdk-2,25.5
2134,20.3,Y39G10AR.8,25.2
2135,20.3,D2085.3,24.0
2136,20.3,D2013.7,25.9
2137,20.3,C09D4.5,22.5
2138,20.3,W01B11.3,23.4
2139,20.3,F59C6.4,22.7
2140,20.3,Y48G1A.4,24.5
2141,20.3,C47D12.6,22.8
2142,20.3,F22D6.3,22.5
2143,20.3,C48E7.2,25.5
2144,20.3,F14B4.3,23.4
2145,20.3,R53.4,24.3
2146,20.3,F59C6.5,23.6
2147,20.3,ZK973.10,23.7
2148,20.3,C01F1.2,25.0
2149,20.3,K01C8.6,23.7
2150,20.3,F59A3.3,23.1
2151,20.3,B0511.8,24.5
2152,20.3,Y47G6A.10,25.2
2153,20.3,F26E4.4,23.8
2154,20.3,C56E6.1,23.5
2155,20.3,K11B4.1,23.6
2156,20.3,B0491.5,23.6
2157,15.9,daf-2,32.1
2158,32.6,daf-2,45.3
2159,21.6,isp-1,33.0
2160,21.6,nuo-6,32.7
2161,14.66,clk-2,24.66
2162,17.93,clk-3,22.66
2163,17.93,clk-4,30.34
2164,18.62,clk-5,20.68
2165,17.24,clk-7,26.2
2166,17.93,clk-8,32.41
2167,20.68,clk-9,28.96
2168,17.93,clk-10,18.62
2169,15.86,gro-1,20.68
2170,18.5,nuo-6,35.9
2171,18.5,nuo-6,30.7
2172,22.5,ctb-1,
2173,19.6,ctb-1,
2174,14.9,clk-2,18.7
2175,16.1,clk-2,18.0
2176,16.1,gro-1,19.7
2177,22.0,clk-2,24.6
2178,8.5,clk-1,8.6
2179,18.9,cyc-2.1,32.2
2180,20.0,cyc-2.1,31.6
2181,19.5,cyc-2.1,33.5
2182,18.7,cyc-2.1,29.3
2183,19.1,cyc-2.1,32.4
2184,20.4,dve-1,15.8
2185,19.8,dve-1,14.2
2186,19.7,dve-1,15.1
2187,20.4,ubl-5,20.6
2188,19.8,ubl-5,19.4
2189,19.7,ubl-5,20.0
2190,20.4,atfs-1,21.3
2191,19.8,atfs-1,20.1
2192,19.7,atfs-1,19.8
2193,18.0,gld-1,16.6
2194,18.2,gld-1,16.5
2195,19.09,cco-1,37.27
2196,12.07,daf-2,19.33
2197,12.07,daf-16,10.59
2198,12.07,pie-1,12.89
2199,12.07,pgl-1,12.77
2200,12.07,pgl-2,12.47
2201,12.07,pgl-3,12.68
2202,12.07,isw-1,12.23
2203,12.07,mes-4,13.9
2204,13.0,daf-28,13.9
2205,14.7,daf-16,
2206,14.7,daf-16,8.1
2207,18.81,daf-9,15.87
2208,19.26,daf-9,16.95
2209,19.31,emb-8,
2210,17.31,emb-8,
2211,19.7,hsf-1,9.9
2212,18.9,hsf-1,11.2
2213,18.9,ftt-2,15.6
2214,18.9,ftt-1,16.4
2215,19.0,ftt-1,16.4
2216,19.0,ftt-2,14.2
2217,22.56,isp-1,30.29
2218,21.24,isp-1,25.24
2219,22.44,clk-1,26.1
2220,21.89,clk-1,25.09
2221,22.56,mev-1,18.18
2222,21.4,mev-1,18.87
2223,19.7,mev-1,16.64
2224,19.42,cep-1,19.64
2225,13.87,gas-1,10.72
2226,17.15,ftn-1;ftn-2,18.35
2227,19.23,ftn-1;ftn-2,20.23
2228,22.41,ftn-1;ftn-2,22.0
2229,17.0,mev-1,14.0
2230,17.0,gas-1,13.06
2231,17.0,clk-1,21.0
2232,17.0,cep-1,
2233,18.0,sod-2,20.2
2234,21.8,ire-1,16.4
2235,21.8,xbp-1,19.3
2236,19.7,ire-1,18.0
2237,19.7,xbp-1,18.8
2238,19.2,D2030.4,27.4
2239,19.2,T02H6.11,28.1
2240,19.2,F26E4.6,28.5
2241,19.2,F26E4.9,27.0
2242,19.2,W09C5.8,31.1
2243,19.2,B0261.4,22.7
2244,19.2,T06D8.6,29.8
2245,19.2,F13G3.7,24.0
2246,19.2,K01C8.7,23.1
2247,19.2,F28B3.5,25.2
2248,19.2,F57B10.3,23.3
2249,18.8,ced-4,18.18
2250,18.26,ced-4,18.42
2251,18.46,nuo-6,30.46
2252,18.7,nuo-6,31.7
2253,17.55,nuo-6,32.14
2254,19.68,isp-1,30.66
2255,19.08,isp-1,33.78
2256,19.92,isp-1,33.92
2257,19.24,nuo-6,31.54
2258,19.08,nuo-6,32.34
2259,19.92,nuo-6,32.32
2260,20.44,isp-1,27.7
2261,22.16,isp-1,28.66
2262,19.5,isp-1,33.68
2263,19.26,nuo-6,31.24
2264,20.16,nuo-6,32.42
2265,20.22,nuo-6,30.75
2266,20.19,egl-1,18.6
2267,20.48,egl-1,19.1
2268,20.74,egl-1,18.96
2269,20.19,ced-13,19.44
2270,20.48,ced-13,19.92
2271,20.74,ced-13,19.37
2272,19.48,egl-1,19.16
2273,20.0,egl-1,19.1
2274,19.44,egl-1,18.96
2275,20.08,ced-13,21.44
2276,21.08,ced-13,21.74
2277,19.08,ced-13,20.34
2278,18.88,cbp-1,15.5
2279,13.92,cbp-1,9.06
2280,13.92,daf-16,10.67
2281,13.92,dev-1,
2282,13.92,hsf-1,
2283,13.92,cbp-1,
2284,20.84,cbp-1,14.16
2285,19.12,cbp-1;daf-16,
2286,19.12,cbp-1,14.16
2287,19.12,daf-16,
2288,12.56,akt-1,13.49
2289,25.47,daf-16,15.97
2290,12.7,daf-2,45.82
2291,12.7,sdf-9,12.9
2292,19.21,drp-1,19.27
2293,19.21,daf-16,12.65
2294,15.03,drp-1,15.54
2295,20.8,clk-1,25.0
2296,21.9,daf-2,34.1
2297,19.7,clk-1,25.1
2298,19.3,ocr-2,31.2
2299,19.2,ocr-2,29.8
2300,10.8,osm-6,14.8
2301,12.5,unc-31,23.6
2302,12.5,unc-31,26.3
2303,9.6,ocr-2,12.4
2304,12.0,daf-2,26.7
2305,22.0,unc-64,39.0
2306,22.0,unc-31,29.0
2307,24.0,daf-2,57.0
2308,18.8,daf-10,30.7
2309,18.8,daf-19,24.5
2310,18.8,osm-3,30.6
2311,18.8,osm-5,41.6
2312,18.8,tax-4,36.6
2313,18.8,daf-2,49.2
2314,14.1,daf-2,26.5
2315,13.6,daf-2,21.8
2316,13.6,let-363,18.3
2317,11.0,daf-2,24.3
2318,11.0,let-363,15.4
2319,11.0,daf-2; pep-2,38.3
2320,17.6,jnk-1,19.1
2321,17.6,daf-2,44.0
2322,14.9,akt-1;akt-2,34.2
2323,14.0,daf-2,31.8
2324,14.0,tub-1,16.4
2325,14.1,rrf-3,14.2
2326,14.1,daf-2,24.2
2327,14.1,daf-16,14.3
2328,14.1,daf-16; daf-2,13.5
2329,14.1,daf-2,22.1
2330,14.1,glp-4; daf-2,33.2
2331,17.6,daf-2,23.3
2332,17.6,daf-2,18.4
2333,17.6,daf-2,24.6
2334,17.6,daf-2,22.8
2335,17.6,daf-2,33.8
2336,17.6,daf-2,32.2
2337,8.9,lin-14,11.9
2338,8.9,daf-2,17.1
2339,14.6,lin-4,6.9
2340,9.5,lin-14,12.5
2341,21.6,daf-2,32.3
2342,21.6,daf-16,16.4
2343,16.0,daf-2,25.5
2344,16.0,daf-16,10.7
2345,18.3,daf-2,48.2
2346,18.3,isp-1,32.8
2347,17.5,cyc-1,32.9
2348,18.3,clk-1,19.3
2349,18.3,daf-16,10.8
2350,19.3,daf-2,23.8
2351,16.3,daf-16,14.6
2352,16.3,age-1,24.8
2353,16.67,daf-2,24.01
2354,18.96,daf-16,20.11
2355,18.96,osm-5,20.05
2356,16.7,gpc-1,20.3
2357,16.7,odr-3,17.1
2358,17.5,odr-3,19.7
2359,17.5,gpc-1,20.3
2360,17.5,odr-3,17.1
2361,17.5,gpa-11,17.5
2362,17.5,gpa-1,20.4
2363,18.0,daf-2,39.8
2364,18.0,daf-2;odr-3,49.6
2365,19.1,rle-1,23.9
2366,16.4,daf-7,17.5
2367,15.4,daf-7,16.1
2368,18.6,daf-7,20.3
2369,24.8,daf-7,20.4
2370,19.0,daf-7,21.0
2371,16.6,daf-7,20.3
2372,15.0,daf-7,16.0
2373,18.9,daf-7,21.0
2374,16.6,daf-7,17.1
2375,16.8,daf-2,45.8
2376,18.9,daf-2,22.4
2377,16.6,daf-2,29.2
2378,18.9,daf-2,22.3
2379,16.6,daf-2,25.5
2380,14.9,eat-2,19.3
2381,17.2,eat-2,20.4
2382,19.0,daf-2,42.0
2383,18.2,sir-2.1,21.2
2384,18.2,daf-2,42.3
2385,18.9,par-5,22.2
2386,18.9,ftt-2,24.4
2387,18.2,daf-2,40.8
2388,18.2,age-1,22.8
2389,11.6,glp-4,10.0
2390,18.2,daf-16,17.2
2391,18.2,daf-16,12.0
2392,18.2,clk-1,20.9
2393,18.2,eat-2,24.3
2394,18.2,let-363;dpy-5;unc-13,18.0
2395,11.6,ife-2,17.1
2396,18.2,ife-2,28.8
2397,17.2,eat-2,22.0
2398,18.1,eat-2,23.8
2399,21.5,daf-2,31.1
2400,21.6,cyc-1,29.1
2401,19.4,daf-2,48.7
2402,20.5,isp-1,27.4
2403,18.4,cyc-1,37.7
2404,20.7,daf-2,34.2
2405,20.7,glp-1,22.2
2406,18.6,daf-2,28.8
2407,18.6,glp-1,22.4
2408,20.7,daf-2,39.7
2409,16.3,daf-2,26.5
2410,16.2,daf-2,28.9
2411,14.7,daf-2; daf-16,10.1
2412,14.8,daf-16,13.6
2413,16.2,daf-2,39.4
2414,19.4,age-1,41.7
2415,14.4,pdk-1,21.1
2416,15.7,akt-1,21.8
2417,17.4,asm-3;rrf-3,20.1
2418,22.7,daf-2,45.7
2419,22.7,daf-2;sod-3,57.3
2420,13.37,rict-1,10.3
2421,13.37,rict-1,11.24
2422,20.0,egl-9,20.8
2423,20.0,daf-16,15.1
2424,20.0,skn-1,15.4
2425,20.0,daf-2,32.5
2426,17.7,sod-2;sod-4,26.8
2427,17.7,sod-3;sod-5,20.0
2428,17.7,daf-2,60.8
2429,17.7,clk-1,29.1
2430,17.7,isp-1,42.3
2431,17.7,eat-2,36.9
2432,17.7,glp-1,32.1
2433,13.6,hif-1;daf-16,12.4
2434,13.6,hif-1;daf-2,35.0
2435,13.6,hif-1;unc-24;daf-15,16.6
2436,14.0,hif-1;rsks-1,17.0
2437,14.0,egl-9;rsks-1,14.2
2438,14.6,egl-9;eat-2,15.0
2439,14.0,pha-4;hif-1,16.5
2440,14.4,ire-1;hif-1,9.2
2441,12.4,ire-1;ifg-1,10.2
2442,14.9,xbp-1;hif-1,14.3
2443,12.5,rsks-1;daf-2,69.3
2444,12.7,rsks-1;daf-2,70.0
2445,12.5,daf-16;daf-2;rsks-1,11.2
2446,12.7,daf-16;daf-2;rsks-1,11.8
2447,13.6,rsks-1;daf-2,50.5
2448,12.8,rsks-1;daf-2,50.0
2449,13.6,aakg-4;rsks-1,15.0
2450,12.8,aakg-4;rsks-1,13.2
2451,13.6,aakg-4;daf-2,22.0
2452,12.8,aakg-4;daf-2,21.4
2453,13.6,aakg-4;daf-2;rsks-1,26.0
2454,12.8,aakg-4;daf-2;rsks-1,24.4
2455,12.8,rsks-1;daf-2,58.7
2456,13.0,rsks-1;daf-2,53.4
2457,12.8,aak-2;rsks-1,9.7
2458,13.0,aak-2;rsks-1,9.0
2459,12.8,aak-2;daf-2,22.5
2460,13.0,aak-2;daf-2,18.6
2461,12.8,aak-2;daf-2;rsks-1,26.6
2462,13.0,aak-2;daf-2;rsks-1,22.6
2463,12.8,rsks-1;daf-2,62.8
2464,13.0,rsks-1;daf-2,61.6
2465,12.8,glp-1;rsks-1,11.7
2466,13.0,glp-1;rsks-1,10.1
2467,12.8,glp-1;daf-2,37.3
2468,13.0,glp-1;daf-2,38.2
2469,12.8,glp-1;daf-2;rsks-1,40.1
2470,13.0,glp-1;daf-2;rsks-1,43.5
2471,23.8,daf-18;daf-2,24.5
2472,23.8,pptr-1;daf-2,29.8
2473,23.7,daf-18;daf-2,22.5
2474,23.7,pptr-1;daf-2,30.5
2475,13.5,nhr-80;glp-1,11.5
2476,16.5,nhr-80;glp-1,12.5
2477,19.5,cyc-1;nhr-80,32.0
2478,16.5,cyc-1;nhr-80,19.5
2479,13.0,fat-2;glp-1,27.0
2480,13.0,fat-2;glp-1,23.0
2481,18.0,nhr-80;glp-1,37.5
2482,18.5,nhr-80;glp-1,42.0
2483,19.9,tcer-1;glp-1,16.3
2484,19.9,daf-16;glp-1,15.3
2485,19.5,tcer-1;glp-1,18.5
2486,19.5,daf-16;glp-1,15.2
2487,20.8,tcer-1;glp-1,13.9
2488,20.8,daf-16;glp-1,12.9
2489,19.5,tcer-1;glp-1,18.1
2490,19.5,daf-16;glp-1,14.2
2491,18.6,tcer-1;tcer-1,23.8
2492,18.6,tcer-1;tcer-1,21.5
2493,18.5,tcer-1;tcer-1,24.6
2494,18.5,tcer-1;tcer-1,23.2
2495,18.4,daf-16;tcer-1,17.7
2496,18.4,daf-16;tcer-1,17.6
2497,16.5,daf-16;tcer-1,16.9
2498,16.5,daf-16;tcer-1,16.1
2499,21.1,daf-16;tcer-1,16.6
2500,21.1,daf-16;tcer-1,17.6
2501,16.5,kri-1;tcer-1,16.0
2502,16.5,kri-1;tcer-1,17.1
2503,21.1,kri-1;tcer-1,16.8
2504,21.1,kri-1;tcer-1,15.9
2505,16.7,tcer-1;daf-2,31.3
2506,21.4,daf-2;unc-51,38.5
2507,21.4,daf-2;atg-3,43.9
2508,21.4,daf-2;atg-4.1,37.3
2509,21.4,daf-2;atg-4.2,37.1
2510,21.4,daf-2;atg-5,47.0
2511,21.4,daf-2;bec-1,26.4
2512,21.4,daf-2;atg-7,41.9
2513,21.4,daf-2;lgg-1,38.3
2514,21.4,daf-2;lgg-2,41.0
2515,21.4,daf-2;atg-9,45.0
2516,21.4,daf-2;atg-10,39.9
2517,21.4,daf-2;lgg-3,46.6
2518,21.4,daf-2;atg-16.2,43.7
2519,21.4,daf-2;atg-18,23.8
2520,21.9,daf-2;unc-51,42.2
2521,21.9,daf-2;atg-3,41.1
2522,21.9,daf-2;atg-4.1,37.1
2523,21.9,daf-2;atg-4.2,39.7
2524,21.9,daf-2;atg-5,40.3
2525,21.9,daf-2;bec-1,41.5
2526,21.9,daf-2;atg-7,37.0
2527,21.9,daf-2;lgg-1,39.3
2528,21.9,daf-2;lgg-2,43.1
2529,21.9,daf-2;atg-9,46.7
2530,21.9,daf-2;atg-10,39.4
2531,21.9,daf-2;lgg-3,40.0
