,Wild Lifespan,Gene(s),Mutant Lifespan
3151,20.3,eat-2;daf-2,47.2
3152,20.3,eat-2;daf-16,19.5
3153,20.3,eat-2;sca-1,20.9
3154,20.3,eat-2;fasn-1,19.0
3155,20.3,eat-2;unc-70,24.6
3156,20.3,eat-2;chc-1,24.1
3157,20.3,eat-2;let-711,22.6
3158,20.3,eat-2;mdt-15,16.9
3159,20.3,eat-2;ifg-1,35.0
3160,16.5,mes-1;vps-34,17.1
3161,16.6,mes-1;atg-18,12.2
3162,14.5,mes-1;pha-4,10.4
3163,18.7,glp-1;pha-4,16.7
3164,18.8,glp-1;pha-4,17.0
3165,20.2,glp-1;pha-4,17.7
3166,18.3,glp-1;vps-34,16.4
3167,17.9,glp-1;vps-34,17.8
3168,19.2,glp-1;vps-34,15.5
3169,18.3,glp-1;bec-1,17.4
3170,17.9,glp-1;bec-1,20.0
3171,19.2,glp-1;bec-1,15.8
3172,17.9,glp-1;lgg-1,19.6
3173,18.5,glp-1;lgg-1,19.9
3174,19.2,glp-1;lgg-1,12.3
3175,18.3,glp-1;unc-51,16.0
3176,20.4,glp-1;unc-51,21.5
3177,18.6,glp-1;unc-51,19.6
3178,18.3,glp-1;atg-18,14.3
3179,20.4,glp-1;atg-18,16.2
3180,18.6,glp-1;atg-18,17.1
3181,17.9,glp-1;tor,21.9
3182,18.5,glp-1;tor,23.9
3183,19.2,glp-1;tor,18.5
3184,19.7,glp-1;tor,22.3
3185,19.2,LPL-4;bec-1,20.4
3186,18.4,LPL-4;bec-1,17.2
3187,18.5,LPL-4;bec-1,18.6
3188,18.0,LPL-4;lgg-1,15.8
3189,18.4,LPL-4;lgg-1,16.7
3190,18.5,LPL-4;lgg-1,18.5
3191,19.0,LPL-4;pha-4,18.9
3192,18.4,LPL-4;pha-4,17.5
3193,18.5,LPL-4;pha-4,16.4
3194,19.0,LPL-4;vps-34,17.5
3195,19.2,LPL-4;vps-34,20.7
3196,18.4,LPL-4;vps-34,16.7
3197,19.0,LPL-4;tor,24.9
3198,18.4,LPL-4;tor,24.0
3199,18.5,LPL-4;tor,21.5
3200,11.3,daf-10;nmur-1,21.1
3201,12.1,daf-10;nmur-1,21.8
3202,10.5,osm-3;nmur-1,15.2
3203,11.8,osm-3;nmur-1,13.8
3204,13.8,osm-3;nmur-1,15.7
3205,12.8,osm-3;nmur-1,14.8
3206,11.6,daf-2;nmur-1,36.7
3207,11.8,daf-2;nmur-1,24.4
3208,11.7,daf-16;nmur-1,11.8
3209,11.2,aak-2;nmur-1,13.8
3210,11.0,hsf-1;nmur-1,8.2
3211,12.4,pmk-1;nmur-1,14.2
3212,20.7,daf-28;daf-16,14.0
3213,20.7,daf-28;daf-12,20.0
3214,12.2,daf-2;daf-16,12.2
3215,12.2,daf-18;daf-16,9.8
3216,11.77,ins-7;ins-18,13.54
3217,11.77,ins-7; ins-18;ins-18,14.47
3218,16.0,ins-18;daf-2,28.0
3219,10.0,ins-18;daf-2,31.6
3220,16.59,glp-1;utx-1,24.09
3221,13.96,eat-2;utx-1,20.0
3222,22.4,daf-2;utx-1,38.4
3223,19.0,daf-16;utx-1,17.33
3224,21.36,daf-2;utx-1,39.22
3225,19.62,daf-16;utx-1,16.42
3226,15.37,eat-2;utx-1,19.87
3227,13.71,glp-1;utx-1,18.19
3228,17.27,nsy-1;flr-4,15.02
3229,17.27,nsy-1;flr-4,18.43
3230,17.27,pmk-1;flr-4,18.2
3231,17.27,pmk-3;flr-4,26.24
3232,17.27,sek-1;flr-4,18.45
3233,17.27,tir-1;flr-4,19.64
3234,17.27,unc-43;flr-4,15.74
3235,21.5,flr-4;sek-1,20.74
3236,18.97,flr-4;nhr-8,20.7
3237,18.81,nhr-8;flr-4,14.27
3238,19.13,daf-2;flr-4,64.74
3239,19.55,daf-16;flr-4,19.64
3240,19.25,flr-4;drl-1,30.31
3241,19.61,flr-4;daf-16,23.48
3242,17.14,flr-4;skn-1,19.23
3243,13.0,gld-1;flr-4,15.25
3244,14.05,glp-1;flr-4,18.69
3245,14.05,glp-4;flr-4,16.14
3246,22.8,vhl-1;hif-1,22.0
3247,20.8,eat-2;hif-1,25.06
3248,17.5,vhl-1;daf-2,45.0
3249,21.6,vhl-1;daf-16,22.8
3250,22.0,daf-2;daf-16,16.8
3251,28.0,daf-2;bec-1,28.0
3252,8.5,daf-18;daf-2,8.3
3253,12.7,daf-18;daf-2,11.1
3254,23.2,age-1;hsf-1,18.5
3255,23.2,age-1;daf-16,17.9
3256,23.2,daf-2;hsf-1,17.8
3257,23.2,old-1;hsf-1,16.8
3258,13.5,age-1;hsf-1,12.2
3259,13.5,daf-16;hsf-1,8.5
3260,18.0,vhl-1;daf-16,17.0
3261,18.0,vhl-1;daf-2,27.0
3262,19.2,ifg-1;let-363,32.0
3263,19.2,rsks-1;ifg-1,30.6
3264,19.2,rsks-1;let-363,16.1
3265,17.0,pdk-1;daf-16,15.0
3266,12.0,sqt-1; age-1;daf-16,14.0
3267,12.0,sqt-1; age-1;akt-1,22.0
3268,19.5,eat-2;skn-1,14.0
3269,19.3,eat-2;skn-1,15.6
3270,19.5,eat-2;nlp-7,20.5
3271,19.3,eat-2;nlp-7,21.3
3272,19.5,eat-2;cup-4,21.1
3273,19.3,eat-2;cup-4,19.4
3274,17.1,age-1;skn-1,19.8
3275,17.3,age-1;skn-1,19.8
3276,17.1,age-1;nlp-7,18.8
3277,17.3,age-1;nlp-7,20.0
3278,17.1,age-1;cup-4,18.2
3279,17.3,age-1;cup-4,20.9
3280,17.2,clk-1;skn-1,19.4
3281,16.1,clk-1;skn-1,19.1
3282,17.2,clk-1;nlp-7,22.1
3283,16.1,clk-1;nlp-7,21.6
3284,17.2,clk-1;cup-4,21.8
3285,16.1,clk-1;cup-4,21.5
3286,22.0,npl-7;skn-1,17.4
3287,22.1,npl-7;skn-1,17.8
3288,22.0,npl-7;cup-4,18.3
3289,22.1,npl-7;cup-4,16.7
3290,22.0,npl-7;skn-1,17.5
3291,22.1,npl-7;skn-1,17.1
3292,22.0,npl-7;cup-4,19.1
3293,22.1,npl-7;cup-4,19.5
3294,22.0,cup-4;skn-1,17.6
3295,22.1,cup-4;skn-1,15.1
3296,22.0,cup-4;nlp-7,18.6
3297,22.1,cup-4;nlp-7,18.4
3298,15.9,oga-1;ogt-1,15.5
3299,15.9,oga-1;daf-2,21.6
3300,15.9,ogt-1;daf-2,13.2
3301,15.9,oga-1;daf-16,14.8
3302,15.9,ogt-1;daf-16,12.8
3303,15.9,oga-1;age-1,24.7
3304,15.9,ogt-1;age-1,15.9
3305,15.9,oga-1;sgk-1,26.2
3306,15.9,ogt-1;sgk-1,16.6
3307,15.9,oga-1;pdk-1,18.7
3308,15.9,oga-1;atk-1,19.8
3309,21.6,glp-1;nhr-49,14.1
3310,16.9,daf-2;nhr-49,29.5
3311,22.5,daf-2;nhr-49,26.8
3312,22.5,daf-2;nhr-49,21.2
3313,16.9,daf-2;nhr-49,42.4
3314,22.5,daf-2;nhr-49,49.2
3315,17.9,daf-2;nhr-49,34.3
3316,16.9,nhr-49;cyc-1,14.8
3317,21.6,glp-1;nhr-49,35.3
3318,18.5,nhr-49;daf-16,17.4
3319,20.3,nhr-49;daf-16,11.8
3320,20.3,nhr-49;tcer-1,14.1
3321,17.0,nhr-49;daf-2,25.0
3322,17.0,nhr-49;cyc-1,14.8
3323,17.0,nhr-49;cco-1,19.4
3324,16.9,nhr-49;daf-2,28.0
3325,16.9,nhr-49;cco-1,14.1
3326,22.3,osm-9;ocr-2,28.7
3327,17.47,osm-9; ocr-2;tax-6,23.45
3328,15.4,shc-1;daf-16,10.1
3329,14.4,shc-1;daf-16,11.1
3330,14.2,shc-1;age-1,17.5
3331,14.3,shc-1;daf-2,20.2
3332,14.2,shc-1;jnk-1,10.9
3333,12.0,shc-1;jkk-1,8.1
3334,12.7,shc-1;jkk-1,10.4
3335,12.7,shc-1;mek-1,8.7
3336,14.5,shc-1;mek-1,14.9
3337,10.0,glp-4;mpk-1,9.3
3338,22.57,daf-16;skn-1,11.14
3339,14.3,hcf-1;sir-2.1,17.0
3340,14.3,hcf-1;daf-16,8.7
3341,13.9,hcf-1;sir-2.1,18.0
3342,13.9,hcf-1;daf-16,8.6
3343,14.4,hcf-1;sir-2.1,20.6
3344,14.4,hcf-1;sir-2.1,18.3
3345,14.4,hcf-1;sir-2.1,21.2
3346,14.4,hcf-1;sir-2.1,20.4
3347,14.4,hcf-1;daf-16,8.9
3348,14.5,hcf-1;sir-2.1,17.4
3349,14.5,hcf-1;sir-2.1,18.8
3350,14.5,hcf-1;sir-2.1,19.3
3351,14.5,hcf-1;sir-2.1,18.2
3352,14.5,hcf-1;daf-16,10.0
3353,14.3,hcf-1;sir-2.1,18.4
3354,14.3,hcf-1;sir-2.1,17.9
3355,14.3,hcf-1;sir-2.1,20.2
3356,14.3,hcf-1;sir-2.1,19.9
3357,14.3,hcf-1;daf-16,9.1
3358,15.4,hcf-1;sir-2.1,17.5
3359,15.4,hcf-1;sir-2.1,19.1
3360,15.4,hcf-1;sir-2.1,16.2
3361,15.4,hcf-1;sir-2.1,17.0
3362,15.4,hcf-1;sir-2.1,17.8
3363,15.4,daf-16;sir-2.1,8.5
3364,15.1,hcf-1;sir-2.1,16.7
3365,15.1,hcf-1;sir-2.1,19.1
3366,15.1,hcf-1;sir-2.1,15.9
3367,15.1,hcf-1;sir-2.1,16.5
3368,15.1,hcf-1;sir-2.1,17.3
3369,15.1,daf-16;sir-2.1,8.5
3370,15.0,hcf-1;sir-2.1,17.1
3371,15.0,hcf-1;sir-2.1,18.4
3372,15.0,hcf-1;sir-2.1,15.5
3373,15.0,hcf-1;sir-2.1,17.5
3374,15.0,daf-16;sir-2.1,9.1
3375,15.1,hcf-1;sir-2.1,17.1
3376,15.1,hcf-1;sir-2.1,18.9
3377,15.1,hcf-1;sir-2.1,17.5
3378,15.1,daf-16;sir-2.1,8.7
3379,18.6,hcf-1;ftt-2,12.4
3380,18.6,hcf-1;ftt-2gs,20.0
3381,18.6,hcf-1;daf-16,11.8
3382,18.6,hcf-1;par-5,10.8
3383,18.6,hcf-1;par-5gs,25.0
3384,18.6,hcf-1;daf-16,10.7
3385,16.7,hcf-1;ftt-2,15.6
3386,16.7,sir-2.1;ftt-2,16.6
3387,16.7,daf-2;ftt-2,26.9
3388,16.8,hcf-1;ftt-2,15.6
3389,16.8,sir-2.1;ftt-2,16.1
3390,16.8,daf-2;ftt-2,22.6
3391,16.8,sir-2.1;ftt-2,16.3
3392,16.8,daf-2;ftt-2,24.5
3393,15.8,hcf-1;ftt-2,18.9
3394,15.8,hcf-1;ftt-2,19.2
3395,15.1,hcf-1;ftt-2,18.8
3396,15.1,hcf-1;ftt-2,19.4
3397,15.5,hcf-1;ftt-2,19.1
3398,23.08,skn-1;ragc-1,20.48
3399,23.39,daf-16;ragc-1,20.79
3400,22.93,skn-1;raga-1,21.46
3401,22.93,daf-16;raga-1,18.51
3402,22.93,daf-16; skn-1;raga-1,18.64
3403,23.67,skn-1;rheb-1,19.45
3404,23.67,daf-16;rheb-1,21.01
3405,23.67,skn-1;daf-15,19.45
3406,23.67,daf-16;daf-15,19.84
3407,22.56,glp-1;raga-1,33.04
3408,19.46,glp-1;ifg-1,30.65
3409,20.98,glp-1;eif-1,31.68
3410,23.96,kri-1;raga-1,31.21
3411,22.09,skn-1;raga-1,21.37
3412,23.15,skn-1;raga-1,22.6
3413,23.44,skn-1;raga-1,20.59
3414,22.67,skn-1;ragc-1,21.61
3415,23.44,skn-1;ragc-1,19.78
3416,23.08,skn-1;daf-15,18.37
3417,24.77,skn-1;daf-15,19.95
3418,23.08,skn-1;rheb-1,20.21
3419,24.77,skn-1;rheb-1,19.56
3420,22.09,daf-16;raga-1,14.95
3421,23.15,daf-16;raga-1,19.81
3422,23.44,daf-16;raga-1,19.75
3423,23.44,daf-16;ragc-1,19.48
3424,23.58,daf-16;ragc-1,21.65
3425,23.16,daf-16;ragc-1,21.86
3426,23.08,daf-16;daf-15,18.0
3427,22.87,daf-16;daf-15,19.84
3428,24.77,daf-16;daf-15,21.12
3429,23.08,daf-16;rheb-1,20.14
3430,22.87,daf-16;rheb-1,20.09
3431,24.77,daf-16;rheb-1,21.69
3432,22.09,daf-16; skn-1;raga-1,18.78
3433,23.15,daf-16; skn-1;raga-1,18.55
3434,22.93,daf-16; skn-1;cco-1,24.6
3435,22.17,daf-16; skn-1;cco-1,27.31
3436,22.93,daf-16; skn-1;cyc-1,25.15
3437,22.17,daf-16; skn-1;cyc-1,23.49
3438,21.56,rde-1;ragc-1,21.39
3439,19.46,glp-1;eif-1,29.13
3440,21.36,glp-1;eif-1,32.45
3441,21.83,glp-1;eif-1,33.45
3442,21.83,glp-1;raga-1,33.07
3443,22.26,glp-1;raga-1,34.32
3444,23.78,glp-1;raga-1,31.33
3445,23.95,kri-1;eif-1,31.52
3446,23.96,kri-1;eif-1,27.29
3447,23.95,kri-1;raga-1,31.64
3448,23.96,kri-1;raga-1,30.83
3449,17.2,aak-2;frh-1,16.3
3450,17.2,aak-2;frh-1,23.1
3451,17.2,aak-1;frh-1,21.5
3452,17.2,aak-1; aak-2;frh-1,17.9
3453,17.2,par-4;frh-1,21.2
3454,16.4,sad-1;frh-1,20.8
3455,16.4,kin-29;frh-1,16.1
3456,16.4,mml-1;frh-1,19.6
3457,18.4,frh-1;bec-1,16.7
3458,18.4,bec-1;frh-1,8.4
3459,17.2,aak-2;atp-3,11.4
3460,17.2,aak-2;isp-1,38.8
3461,17.2,aak-2;nuo-2,22.4
3462,17.2,aak-2;cco-1,25.5
3463,17.2,aak-2;atp-3,10.3
3464,17.2,aak-2;isp-1,22.7
3465,17.2,aak-2;nuo-2,21.0
3466,17.2,aak-2;cco-1,24.2
3467,17.2,par-4;atp-3,25.6
3468,17.2,par-4;isp-1,29.9
3469,17.2,par-4;nuo-2,23.5
3470,17.2,par-4;cco-1,28.3
3471,17.2,sad-1;atp-3,22.9
3472,17.2,sad-1;isp-1,32.5
3473,17.2,sad-1;nuo-2,18.4
3474,17.2,sad-1;cco-1,21.0
3475,17.2,kin-29;atp-3,20.4
3476,17.2,kin-29;isp-1,27.1
3477,17.2,kin-29;nuo-2,15.7
3478,17.2,kin-29;cco-1,24.8
3479,17.2,mml-1;atp-3,21.6
3480,17.2,mml-1;isp-1,30.7
3481,17.2,mml-1;nuo-2,26.8
3482,17.2,mml-1;cco-1,26.0
3483,18.5,glp-1;lipl-4,20.66
3484,19.81,glp-1;lipl-4,21.93
3485,18.48,daf-2;lipl-4,28.61
3486,20.62,aak-2;rsks-1,16.31
3487,15.1,daf-2;daf-16,13.0
3488,15.1,daf-2;prmt-1,36.4
3489,16.1,daf-2;daf-16,12.2
3490,16.1,daf-2;prmt-1,39.0
3491,19.9,rsks-1;hsf-1,8.6
3492,19.4,hsf-1;rsks-1,14.5
3493,20.2,hsf-1;rsks-1,14.7
3494,16.9,rsks-1;hsf-1,5.9
3495,18.2,rsks-1;hsf-1,6.8
3496,19.4,rsks-1;daf-16,13.2
3497,20.2,rsks-1;daf-16,14.2
3498,17.7,rsks-1;aak-2,17.9
3499,17.8,rsks-1;aak-2,12.8
3500,17.8,rsks-1;hsf-1,10.5
3501,16.2,rsks-1;hsf-1,6.9
3502,18.6,hsf-1;daf-15,13.5
3503,18.7,hsf-1;daf-15,13.0
3504,18.6,hsf-1;ragc-1,12.9
3505,18.7,hsf-1;ragc-1,12.0
3506,18.4,hsf-1;rps-6,12.1
3507,17.7,hsf-1;rps-6,14.2
3508,18.4,hsf-1;rps-15,10.0
3509,17.7,hsf-1;rps-15,14.2
3510,17.8,rsks-1;hsp-16.1;hsp-16.2;hsp-16.11,21.3
3511,16.2,rsks-1;hsp-16.1;hsp-16.2;hsp-16.11,15.0
3512,17.8,rsks-1;hsp-70,21.1
3513,16.2,rsks-1;hsp-70,17.4
3514,19.9,rsks-1;daf-16,16.5
3515,20.3,rsks-1;daf-16,14.7
3516,17.8,rsks-1;daf-16,14.4
3517,16.2,rsks-1;daf-16,12.1
3518,16.5,daf-2;pqm-1,23.91
3519,16.5,pmq-1;daf-16,12.84
3520,16.5,pmq-1;daf-2,23.06
3521,11.97,pmq-1;daf-2,26.98
3522,19.89,daf-9;daf-2,28.07
3523,19.89,aak-2;daf-9,22.04
3524,19.89,nhr-8;daf-2,25.39
3525,17.08,eat-2;daf-9,15.83
3526,22.64,skn-1;ife-2,24.86
3527,22.3,skn-1;ifg-1,26.21
3528,22.43,eif-1;skn-1,22.18
3529,22.28,eif-1A;skn-1,21.62
3530,22.51,daf-16;ife-2,19.77
3531,23.55,daf-16;ifg-1,23.61
3532,23.55,daf-16;skn-1;ifg-1,18.72
3533,22.62,daf-16;eif-1,20.91
3534,22.62,daf-16;skn-1;eif-1,16.42
3535,10.0,ets-4;daf-16,8.4
3536,13.3,ets-4;daf-2,29.0
3537,12.2,ets-4;skn-1,16.8
3538,12.9,ets-4;skn-1,17.6
3539,20.0,daf-2;elt-3,38.33
3540,15.82,isp-1;cep-1,18.75
3541,11.5,daf-2;aakg-4,23.5
3542,14.3,aakb-1;daf-2,25.5
3543,14.2,aakb-1;daf-2,24.2
3544,13.5,aakb-1;daf-2,27.2
3545,14.4,aakb-1;daf-2,25.9
3546,15.1,aakb-1;daf-2,25.2
3547,11.1,daf-2;aakg-4,23.9
3548,11.8,daf-2;aakg-4,24.0
3549,11.7,daf-2;aakg-4,23.7
3550,11.3,daf-2;aakg-4,22.7
3551,9.7,aakg-4;aakg-5,12.2
3552,9.7,daf-2;aakg-4,19.7
3553,9.7,daf-2;aakg-5,16.9
3554,9.9,daf-2;aakg-4,20.0
3555,9.9,daf-2;aakg-5,20.2
3556,9.9,aakg-4;aakg-5,10.6
3557,9.9,daf-2;aakg-4;aakg-5,19.7
3558,20.49,ceh-23;isp-1; ctb-1,26.63
3559,20.49,ceh-23;isp-1; ctb-1,25.57
3560,20.49,ceh-23;isp-1; ctb-1,26.79
3561,17.78,ceh-23;isp-1; ctb-1,23.92
3562,17.78,ceh-23;isp-1; ctb-1,24.06
3563,17.78,ceh-23;isp-1; ctb-1,23.4
3564,17.78,ceh-23;isp-1; ctb-1,23.37
3565,17.78,ceh-23;isp-1; ctb-1,23.23
3566,17.78,ceh-23;isp-1; ctb-1,23.34
3567,19.28,ceh-23;isp-1; ctb-1,29.32
3568,19.28,ceh-23;isp-1; ctb-1,27.45
3569,19.28,ceh-23;isp-1; ctb-1,29.28
3570,17.49,ceh-23;isp-1; ctb-1,23.63
3571,17.49,ceh-23;isp-1; ctb-1,24.4
3572,17.49,ceh-23;isp-1; ctb-1,20.74
3573,17.09,ceh-23;isp-1; ctb-1,19.12
3574,17.09,ceh-23;isp-1; ctb-1,19.25
3575,17.09,ceh-23;isp-1; ctb-1,18.69
3576,17.79,ceh-23;isp-1,23.31
3577,17.79,ceh-23;isp-1,21.4
3578,17.79,ceh-23;isp-1,20.66
3579,17.79,ceh-23;isp-1,20.0
3580,17.79,ceh-23;isp-1,21.07
3581,18.72,ceh-23;isp-1,20.4
3582,18.72,ceh-23;isp-1,19.04
3583,18.72,ceh-23;isp-1,18.76
3584,18.72,ceh-23;isp-1,17.86
3585,18.72,ceh-23;isp-1,21.24
3586,16.76,ceh-23;isp-1,23.95
3587,16.76,ceh-23;isp-1,22.57
3588,15.61,ceh-23;isp-1,19.01
3589,15.61,ceh-23;isp-1,18.47
3590,13.0,akt-1;eak-4,13.25
3591,13.0,akt-1;sdf-9,13.5
3592,13.0,akt-1;sdf-9,15.0
3593,13.0,akt-1;eak-6,13.25
3594,18.04,hif-1;vhl-1,21.5
3595,16.88,hif-1;vhl-1,21.64
3596,18.67,hif-1;vhl-1,21.51
3597,20.13,hif-1;vhl-1,21.21
3598,17.99,hif-1;vhl-1,21.53
3599,22.46,hif-1;vhl-1,25.93
3600,24.45,hif-1;vhl-1,25.6
3601,22.39,hif-1;vhl-1,23.9
3602,21.19,hif-1;vhl-1,25.06
3603,26.0,hif-1;vhl-1,25.49
3604,22.67,hif-1;vhl-1,23.48
3605,23.32,hif-1;vhl-1,25.25
3606,31.07,hif-1;vhl-1,32.6
3607,34.48,hif-1;vhl-1,35.17
3608,28.69,hif-1;vhl-1,30.74
3609,33.28,hif-1;vhl-1,37.04
3610,31.98,hif-1;vhl-1,33.36
3611,18.04,hif-1;daf-16,15.04
3612,18.65,hif-1;daf-16,15.49
3613,20.13,hif-1;daf-16,16.86
3614,18.73,hif-1;daf-16,15.51
3615,20.64,hif-1;daf-16,17.34
3616,21.19,hif-1;daf-16,18.82
3617,26.0,hif-1;daf-16,19.75
3618,22.67,hif-1;daf-16,18.67
3619,22.87,hif-1;daf-16,18.65
3620,31.07,hif-1;daf-16,29.67
3621,34.48,hif-1;daf-16,31.51
3622,28.69,hif-1;daf-16,30.19
3623,33.28,hif-1;daf-16,30.38
3624,31.98,hif-1;daf-16,30.55
3625,15.2,daf-2;ftt-2,46.84
3626,15.2,daf-2;par-5,50.53
3627,15.2,daf-2;daf-2,45.64
3628,15.2,daf-2;daf-16,12.7
3629,13.1,daf-16;hcf-1,11.0
3630,13.6,hcf-1;daf-16,10.3
3631,13.9,daf-2;hcf-1,35.9
3632,14.5,hcf-1;daf-2,30.2
3633,14.5,hcf-1;age-1,26.5
3634,14.7,daf-16;hcf-1,9.4
3635,14.7,daf-2;hcf-1,40.4
3636,13.4,age-1;hcf-1,26.7
3637,13.6,glp-1;hcf-1,21.4
3638,16.66,atm-1;frh-1,25.66
3639,17.33,egl-1;frh-1,25.0
3640,17.0,atm-1;atp-3,4.25
3641,15.0,skn-1;frh-1,18.75
3642,13.75,daf-16;frh-1,7.3
3643,15.0,sir-2.1;frh-1,20.66
3644,15.0,cep-1;frh-1,20.0
3645,15.9,skn-1;frh-1,20.2
3646,15.9,cep-1;atp-3,25.7
3647,15.9,cep-1;isp-1,29.0
3648,15.9,cep-1;cco-1,27.0
3649,17.0,cep-1;atp-3,12.3
3650,16.3,atm-1;frh-1,26.2
3651,16.3,atm-1;atp-3,5.1
3652,16.3,egl-1;frh-1,25.0
3653,16.3,egl-1;atp-3,7.7
3654,20.0,mxl-3;hlh-30,21.0
3655,17.1,daf-2;sir-2.1,46.4
3656,16.2,unc-64;sir-2.1,40.1
3657,17.6,unc-13;sir-2.1,27.0
3658,17.6,unc-13;sir-2.1,30.1
3659,17.6,unc-13;daf-16,21.6
3660,17.6,unc-13; daf-16;sir-2.1,18.6
3661,17.6,unc-13;daf-16;sir-2.1,21.1
3662,16.2,eat-2;sir-2.1,18.4
3663,18.2,eat-2;sir-2.1,18.6
3664,17.5,fer-15;fem-1;bec-1,21.8
3665,22.9,fer-15;fem-1;vps-34,21.0
3666,22.9,fer-15;fem-1;vps-34,23.4
3667,22.9,fer-15;fem-1;vps-34,20.4
3668,17.5,eat-2;bec-1,19.6
3669,17.5,eat-2;bec-1,25.5
3670,22.9,eat-2;bec-1,22.4
3671,19.7,eat-2;bec-1,16.7
3672,19.5,eat-2;bec-1,19.4
3673,24.5,eat-2;vps-34,24.5
3674,24.5,eat-2;vps-34,22.8
3675,24.5,eat-2;vps-34,15.8
3676,24.5,eat-2;vps-34,15.5
3677,19.8,eat-2;rrf-3;bec-1,15.9
3678,21.4,daf-15;unc-24;bec-1,17.5
3679,21.4,daf-15;unc-24;bec-1,18.9
3680,19.9,daf-15;unc-24;bec-1,19.6
3681,20.6,daf-15;unc-24;bec-1,18.6
3682,21.4,daf-15;unc-24;bec-1,20.8
3683,20.6,daf-15;unc-24;bec-1,18.5
3684,22.9,rab-10;bec-1,19.9
3685,22.9,rab-10;vps-34,22.1
3686,17.5,rab-10;bec-1,14.8
3687,17.5,rab-10;vps-34,23.6
3688,17.5,daf-2;fer-15;fem-1;bec-1,25.4
3689,19.7,daf-2;fer-15;fem-1;bec-1,27.4
3690,19.5,daf-2;fer-15;fem-1;bec-1,26.8
3691,19.8,daf-2;fer-15;fem-1;bec-1,24.0
3692,14.6,daf-2;rsks-1;aak-2,40.28
3693,19.02,daf-2;rsks-1;tax-6,54.91
3694,21.1,daf-2;rsks-1;aak-2,36.99
3695,22.98,daf-2;rsks-1;tax-6,55.43
3696,20.0,aak-2;xbp-1,16.0
3697,18.63,aak-2;xbp-1,16.75
3698,20.0,aak-2;xbp-1,28.29
3699,17.33,tax-6;daf-16,14.33
3700,16.8,tax-6;daf-16,20.0
3701,21.5,daf-2;hsf-1,26.0
3702,11.81,daf-2;sod-1;sod-2;sod-3;sod-4;sod-5,30.0
3703,20.52,daf-2;pmk-1,26.31
3704,21.33,daf-2;gpdh-1;gpdh-2,51.33
3705,21.57,daf-2;daf-16,14.73
3706,21.87,daf-2;nhl-1,45.0
3707,21.66,daf-2;egl-27,26.11
3708,19.0,glp-1;cye-1,24.5
3709,18.9,mes-1;cye-1,22.1
3710,18.9,mes-1;cye-1,23.7
3711,19.9,daf-12;cye-1,19.3
3712,19.9,daf-9;cye-1,19.7
3713,19.4,daf-16;cye-1,19.2
3714,19.4,skn-1;cye-1,15.7
3715,19.4,kri-1;cye-1,21.0
3716,19.3,daf-2;cye-1,58.2
3717,19.1,glp-1;cdk-2,23.4
3718,19.1,rrf-1;cye-1,22.9
3719,18.8,daf-16;cdk-2,18.4
3720,19.3,daf-16;cye-1,18.5
3721,19.4,kri-1;cdk-2,21.0
3722,19.5,skn-1;cdk-2,16.6
3723,18.3,daf-16;cdk-2,17.3
3724,19.3,daf-16;cdk-2,20.0
3725,18.0,glp-1;cye-1,23.8
3726,19.5,glp-1;cye-1,26.1
3727,18.9,glp-1;cye-1,23.1
3728,18.9,glp-1;cdk-2,23.7
3729,19.3,glp-1;cye-1,24.5
3730,19.3,glp-1;cdk-2,23.1
3731,19.3,mes-1;cye-1,22.0
3732,19.3,mes-1;cye-1,24.3
3733,18.5,mes-1;cye-1,22.1
3734,18.5,mes-1;cye-1,23.1
3735,20.4,daf-12;cye-1,19.5
3736,20.4,daf-9;cye-1,19.5
3737,19.3,daf-12;cye-1,19.0
3738,19.3,daf-9;cye-1,19.9
3739,20.1,daf-16;cye-1,19.5
3740,20.1,skn-1;cye-1,15.5
3741,18.8,daf-16;cye-1,18.9
3742,18.8,skn-1;cye-1,16.0
3743,20.1,kri-1;cye-1,22.5
3744,20.1,kri-1;cdk-2,22.6
3745,18.8,kri-1;cye-1,19.4
3746,18.8,kri-1;cdk-2,19.0
3747,19.0,daf-2;cye-1,58.2
3748,19.6,daf-2;cye-1,58.3
3749,19.0,rrf-1;cye-1,23.7
3750,19.1,rrf-1;cye-1,22.1
3751,19.5,daf-16;cye-1,19.5
3752,19.4,daf-16;cye-1,19.1
3753,18.9,daf-16;cye-1,16.0
3754,18.6,skn-1;cdk-2,16.0
3755,20.4,skn-1;cdk-2,17.7
3756,20.3,daf-2;Y39G10AR.8,47.8
3757,20.3,daf-2;D2085.3,49.2
3758,20.3,daf-2;D2013.7,44.5
3759,20.3,daf-2;C09D4.5,50.9
3760,20.3,daf-2;W01B11.3,51.1
3761,20.3,daf-2;F59C6.4,45.5
3762,20.3,daf-2;Y48G1A.4,47.2
3763,20.3,daf-2;C47D12.6,40.3
3764,20.3,daf-2;F22D6.3,43.9
3765,20.3,daf-2;C48E7.2,43.6
3766,20.3,daf-2;F14B4.3,44.4
3767,20.3,daf-2;R53.4,53.3
3768,20.3,daf-2;F59C6.5,50.4
3769,20.3,daf-2;ZK973.10,44.5
3770,20.3,daf-2;C01F1.2,42.1
3771,20.3,daf-2;K01C8.6,46.6
3772,20.3,daf-2;F59A3.3,43.3
3773,20.3,daf-2;B0511.8,48.7
3774,20.3,daf-2;Y47G6A.10,48.6
3775,20.3,daf-2;F26E4.4,43.0
3776,20.3,daf-2;C56E6.1,46.9
