Wild Lifespan,Gene(s),Mutant Lifespan
14.0,hif-1,17.8
14.4,hif-1,17.5
12.4,ifg-1,18.5
14.9,hif-1,17.8
12.5,daf-2,33.6
12.7,daf-2,34.9
12.5,daf-2;rsks-1,69.3
12.7,daf-2;rsks-1,70.0
13.6,daf-2,26.7
12.8,daf-2,28.8
13.6,rsks-1,15.2
12.8,rsks-1,14.5
13.6,daf-2,26.7
12.8,daf-2,28.8
13.6,daf-2;rsks-1,50.5
12.8,daf-2;rsks-1,50.0
12.8,daf-2,31.8
13.0,daf-2,33.7
12.8,rsks-1,14.7
13.0,rsks-1,15.2
12.8,daf-2,31.8
13.0,daf-2,33.7
12.8,daf-2;rsks-1,58.7
13.0,daf-2;rsks-1,53.4
12.8,daf-2,34.4
13.0,daf-2,33.1
12.8,rsks-1,15.1
13.0,rsks-1,15.4
12.8,daf-2,34.4
13.0,daf-2,33.1
12.8,daf-2;rsks-1,62.8
13.0,daf-2;rsks-1,61.6
23.8,daf-2,38.9
23.8,daf-2,38.9
23.7,daf-2,35.9
23.7,daf-2,35.9
13.5,glp-1,20.0
16.5,glp-1,20.0
19.5,nhr-80,15.5
16.5,nhr-80,15.0
13.0,glp-1,29.5
13.0,glp-1,29.0
18.0,glp-1,23.5
18.5,glp-1,24.0
19.9,glp-1,23.7
19.9,glp-1,23.7
19.5,glp-1,27.0
19.5,glp-1,27.0
20.8,glp-1,20.0
20.8,glp-1,20.0
19.5,glp-1,23.6
19.5,glp-1,23.6
18.6,tcer-1,19.8
18.6,tcer-1,19.8
18.5,tcer-1,19.4
18.5,tcer-1,19.4
18.4,tcer-1,21.1
18.4,tcer-1,21.1
16.5,tcer-1,20.5
16.5,tcer-1,20.5
21.1,tcer-1,22.4
21.1,tcer-1,22.4
16.5,tcer-1,20.5
16.5,tcer-1,20.5
21.1,tcer-1,22.4
21.1,tcer-1,22.4
16.7,daf-2,33.1
21.4,unc-51,22.0
21.4,atg-3,18.9
21.4,atg-4.1,18.5
21.4,atg-4.2,21.5
21.4,atg-5,18.7
21.4,bec-1,16.9
21.4,atg-7,20.9
21.4,lgg-1,20.3
21.4,lgg-2,23.2
21.4,atg-9,21.4
21.4,atg-10,22.3
21.4,lgg-3,22.5
21.4,atg-16.2,21.4
21.4,atg-18,12.1
21.9,unc-51,24.0
21.9,atg-3,22.8
21.9,atg-4.1,22.0
21.9,atg-4.2,21.5
21.9,atg-5,23.4
21.9,bec-1,23.7
21.9,atg-7,23.9
21.9,lgg-1,20.5
21.9,lgg-2,23.5
21.9,atg-9,25.5
21.9,atg-10,22.4
21.9,lgg-3,24.7
21.9,atg-16.2,23.7
21.9,atg-18,17.6
20.96,nhr-62,18.89
20.96,nhr-62,18.89
20.96,nhr-62,18.89
18.89,nhr-4,
18.89,nhr-21,
15.72,nhr-62,17.59
14.58,daf-2,33.95
14.58,cco-1,26.95
16.49,daf-2,57.73
16.49,cco-1,29.09
14.92,let-363,19.14
15.92,let-363,17.97
14.9,xbp-1,14.8
14.9,ire-1,10.9
19.5,ire-1,13.7
21.4,xbp-1,17.9
21.4,xbp-1,17.9
16.5,xbp-1,16.2
16.5,ire-1,13.2
17.5,xbp-1,16.7
17.5,ire-1,10.9
17.5,xbp-1,16.7
17.5,ire-1,10.9
21.4,xbp-1,17.9
14.9,xbp-1,15.8
14.9,ire-1,11.3
18.6,xbp-1,15.6
18.6,ire-1,16.0
20.1,xbp-1,15.4
20.1,ire-1,16.6
20.2,xbp-1,18.2
20.2,ire-1,17.4
20.2,xbp-1,18.2
20.2,ire-1,17.4
19.8,atf-6,18.5
20.4,atf-6,15.7
20.4,atf-6,15.7
16.4,pek-1,21.8
19.6,pek-1,19.6
19.6,pek-1,19.6
18.2,pek-1,20.1
20.4,pek-1,15.9
20.4,pek-1,15.9
20.4,abu-11,16.4
20.4,abu-11,16.4
19.8,abu-11,18.1
19.8,abu-11,18.1
16.1,daf-16,10.0
16.1,dox-1,12.3
16.1,xbp-1,10.9
14.7,daf-16,10.3
14.7,dox-1,11.0
14.7,xbp-1,10.1
17.5,dox-1,14.6
16.2,dox-1,15.5
19.1,dox-1,15.7
18.1,dox-1,15.8
14.9,ire-1,11.3
14.9,ire-1,11.3
17.5,ire-1,10.9
18.6,ire-1,16.0
20.2,ire-1,17.4
20.1,ire-1,16.6
21.4,ire-1,13.9
17.5,ire-1,10.9
18.6,ire-1,16.0
20.1,ire-1,16.6
20.44,skn-1,15.6
20.44,skn-1,17.67
20.44,skn-1,17.7
20.44,skn-1,15.6
20.44,skn-1,17.67
20.44,skn-1,17.7
20.44,skn-1,
20.44,skn-1,
13.8,akt-1;akt-2,
13.8,akt-1;akt-2,
13.8,akt-1;akt-2,
13.8,akt-1;akt-2,
13.8,skn-1,
13.8,skn-1,
16.33,utx-1,19.06
16.16,utx-1,19.18
16.33,utx-1,19.06
16.16,utx-1,19.18
16.24,utx-1,19.07
16.33,utx-1,19.06
16.16,utx-1,19.18
16.24,utx-1,19.07
16.33,utx-1,19.06
16.16,utx-1,19.18
16.33,utx-1,19.06
16.16,utx-1,19.18
16.33,utx-1,
16.16,utx-1,
16.33,utx-1,
16.33,utx-1,19.06
16.16,utx-1,19.18
16.24,utx-1,19.07
10.95,utx-1,18.93
10.95,utx-1,18.93
10.95,utx-1,18.93
10.95,utx-1,16.2
10.95,utx-1,16.2
10.95,utx-1,16.2
10.95,ash-2,20.76
10.95,ash-2,20.76
10.95,ash-2,20.76
18.5,daf-16,
18.5,daf-16,
18.5,daf-16,
26.5,skn-1,19.7
22.1,skn-1,17.1
21.5,skn-1,14.2
29.2,skn-1,16.4
24.9,skn-1,18.7
26.6,skn-1,16.2
26.7,skn-1,18.4
22.3,skn-1,19.4
22.3,skn-1,17.8
19.8,skn-1,14.4
25.7,skn-1,17.7
23.7,skn-1,15.3
22.1,skn-1,17.5
27.0,skn-1,17.9
23.9,skn-1,13.9
25.4,skn-1,15.9
23.6,skn-1,15.8
23.3,skn-1,18.6
23.3,skn-1,18.6
24.5,skn-1,19.3
24.5,daf-2,47.8
24.5,daf-2,47.8
22.9,skn-1,16.7
22.9,daf-2,38.9
22.9,daf-2,38.9
11.5,cyp-35A2,10.1
14.1,akt-1,24.0
14.7,daf-16,12.1
14.7,hsf-1,10.8
14.7,akt-1,26.5
14.7,akt-2,21.8
14.7,sgk-1,9.4
14.7,sgk-1,9.4
15.8,glp-1,27.6
18.3,glp-1,27.6
15.3,eak-3,15.8
18.3,eak-3,16.4
15.0,akt-2,19.1
15.0,sgk-1,10.2
15.0,sgk-1,10.2
15.0,akt-2,19.1
14.0,daf-16,10.5
13.2,smk-1,11.6
14.6,sdf-9,16.2
18.6,sdf-9,15.8
15.3,eak-6,15.9
16.5,eak-6,16.9
14.7,rle-1,14.2
14.9,rle-1,12.0
20.0,aak-2,17.6
20.0,aak-2,17.6
20.0,aak-2,17.6
20.0,aak-2,17.6
19.4,par-4,18.0
20.0,par-5,17.0
20.0,ftt-2,17.0
20.0,par-5,17.0
20.0,ftt-2,17.0
20.0,daf-16,
20.0,par-5,17.0
20.0,ftt-2,17.0
20.0,daf-16,
20.0,par-5,17.0
20.0,ftt-2,17.0
20.0,daf-16,
14.6,elt-1,8.9
14.6,elt-2,10.0
14.6,elt-3,15.2
14.6,elt-5,11.9
14.6,elt-6,11.7
14.6,end-1,14.4
14.6,med-1,14.4
14.6,elt-1,11.6
14.6,elt-2,8.7
14.6,elt-3,12.8
14.6,elt-5,12.9
14.6,elt-6,13.4
14.6,end-1,13.7
14.6,end-3,13.6
14.6,med-1,13.3
13.3,elt-1,12.0
13.3,elt-2,12.0
13.3,elt-3,12.4
13.3,elt-5,13.2
13.3,elt-6,14.3
13.3,end-1,13.0
13.3,end-3,18.1
13.3,med-1,16.9
16.1,egl-27,16.4
16.1,egr-1,16.9
15.5,egl-27,15.7
15.5,egr-1,17.9
18.1,elt-3,15.1
14.2,daf-2,24.5
12.5,elt-3,12.7
12.3,elt-3,12.1
15.5,col-144,14.3
15.5,ugt-9,15.7
14.0,col-144,14.1
14.0,ugt-9,13.3
17.2,wwp-1,
18.7,pha-4,16.7
18.7,pha-4,15.6
18.7,pha-4,16.3
18.1,daf-16,17.2
19.4,daf-16,18.6
18.4,wwp-1,
18.8,wwp-1,
18.8,wwp-1,
21.7,ubc-18,
21.7,ubc-18,
21.7,ubc-18,
18.7,ubc-18,18.9
18.6,ubc-18,18.3
18.74,mekk-3,26.57
16.87,mekk-3,26.82
16.36,mekk-3,26.27
16.36,pdk-1,
17.04,mekk-3,28.94
16.87,mekk-3,26.82
18.99,mekk-3,31.4
18.99,mekk-3,31.4
18.99,mekk-3,31.4
18.99,mekk-3,31.4
18.99,mekk-3,31.4
16.24,mekk-3,30.84
19.02,mekk-3,27.48
19.02,mekk-3,27.48
16.24,mekk-3,30.84
16.65,mekk-3,27.94
16.24,mekk-3,30.84
19.02,mekk-3,27.48
16.24,mekk-3,30.84
19.02,mekk-3,27.48
16.56,mekk-3,30.38
16.56,mekk-3,30.38
16.41,mekk-3,23.97
16.56,mekk-3,30.38
18.21,mekk-3,27.9
17.48,mekk-3,27.98
17.49,mekk-3,30.29
17.48,mekk-3,27.98
17.49,mekk-3,30.29
17.48,mekk-3,27.98
17.49,mekk-3,30.29
17.48,mekk-3,27.98
17.49,mekk-3,30.29
17.48,mekk-3,27.98
17.49,mekk-3,30.29
17.48,mekk-3,27.98
17.49,mekk-3,30.29
17.48,mekk-3,27.98
17.49,mekk-3,30.29
19.69,mekk-3,35.89
18.25,mekk-3,42.29
17.48,nhr-49,16.8
18.28,nhr-49,16.95
18.37,nhr-8,14.44
17.59,nhr-8,13.89
19.02,mekk-3,27.48
16.24,mekk-3,30.84
16.56,mekk-3,30.38
16.24,mekk-3,30.84
19.6,mekk-3,30.44
18.28,mekk-3,30.54
20.91,mekk-3,31.95
19.6,mekk-3,30.33
20.91,mekk-3,31.95
19.6,mekk-3,30.33
12.76,mekk-3,17.68
11.91,mekk-3,17.08
18.76,mekk-3,26.19
18.74,mekk-3,26.57
20.34,mekk-3,27.01
20.49,mekk-3,26.88
25.1,daf-16,
25.1,daf-16,
20.7,daf-16,
20.7,daf-16,
16.6,daf-16,13.3
20.3,sgk-1,21.9
18.7,sgk-1,19.8
18.7,sgk-1,
18.7,sgk-1,
16.5,ddl-1,18.4
18.0,ddl-2,20.2
17.2,ddl-2,19.9
18.5,hsf-1,11.2
18.8,hsf-1,10.4
19.0,ddl-1,23.4
18.2,ddl-1,24.1
19.5,ddl-2,24.0
17.1,ddl-2,21.8
16.8,ddl-2,23.5
13.05,let-363,15.51
15.97,let-363;daf-15,20.9
14.04,let-363;daf-15,21.22
18.56,rsks-1,25.33
19.02,rsks-1,22.77
17.22,rab-10,23.9
16.56,rab-10,20.0
17.22,sams-1,24.55
16.56,sams-1,21.73
16.49,ddr-2,20.43
14.04,ddr-2,17.34
17.41,ddr-2,21.17
18.44,ddr-2,20.44
18.76,ddr-2,22.15
21.68,ddr-2,25.2
21.68,ddr-2,25.2
12.0,daf-16,13.0
12.0,daf-18,10.0
19.0,daf-18,
12.0,daf-18,10.0
19.0,daf-20,
14.0,daf-2,35.0
25.0,daf-2,43.0
14.69,gcy-35,
14.31,gcy-35,
14.89,gcy-35,
14.39,gcy-35,
14.69,tax-4,
14.31,tax-4,
14.89,tax-4,
14.39,tax-4,
13.73,gcy-35,
13.44,gcy-35,
14.43,gcy-35,
13.44,gcy-35,
13.73,gcy-35,
13.76,gcy-35,16.9
13.32,gcy-35,16.1
12.57,gcy-35,12.2
16.34,gcy-35,13.5
15.36,gcy-35,15.8
15.43,gcy-35,14.2
13.76,gcy-33,16.1
13.32,gcy-33,15.4
12.57,gcy-33,16.1
16.34,gcy-33,14.5
15.36,gcy-33,14.9
13.76,gcy-33,16.1
13.32,gcy-33,15.4
12.57,gcy-33,16.1
10.36,gcy-35,10.57
11.54,gcy-35,10.85
12.38,gcy-35,12.5
14.73,gcy-35,13.08
13.53,gcy-35,12.97
14.15,gcy-35,13.08
19.74,gcy-35,
20.49,gcy-35,
21.8,gcy-35,
17.53,gcy-35,
18.19,gcy-35,
20.73,gcy-35,
13.85,gcy-35,
13.51,gcy-35,
13.26,gcy-35,
13.85,daf-16,12.2
13.51,daf-16,10.06
13.26,daf-16,10.18
13.85,daf-16,12.2
13.51,daf-16,10.06
13.26,daf-16,10.18
13.85,gcy-35,
13.51,gcy-35,
13.26,gcy-35,
13.85,npr-1,15.18
13.51,npr-1,16.48
13.26,npr-1,15.0
13.85,gcy-35;npr-1,18.69
13.51,gcy-35;npr-1,18.65
13.26,gcy-35;npr-1,18.81
14.69,gcy-35,
15.41,gcy-35,
14.03,gcy-35,
13.67,gcy-35,
13.48,gcy-35,
14.69,hif-1,15.48
14.21,hif-1,17.18
13.27,hif-1,14.54
14.69,hif-1,15.48
14.21,hif-1,17.18
13.27,hif-1,14.54
13.48,egl-9,15.51
15.41,egl-9,16.75
14.03,egl-9,17.14
13.48,egl-9,15.51
15.41,egl-9,16.75
14.03,egl-9,17.14
31.0,daf-16,
31.0,egl-27,28.0
14.7,daf-2,26.0
14.7,age-1,20.7
17.5,daf-16,16.6
14.7,akt-2,14.2
14.7,sgk-1,24.0
14.7,sgk-1,24.0
18.7,daf-16,16.0
18.7,daf-16,16.0
22.8,daf-16,19.4
19.8,pkc-2,27.1
19.8,pkc-2,25.0
19.9,pkc-2,23.4
19.9,pkc-2,22.7
19.6,trpa-1,25.2
19.6,pkc-2,25.9
19.7,trpa-1,25.1
19.7,pkc-2,26.4
20.4,daf-16,17.5
19.8,daf-16,13.6
21.6,trpa-1,
21.6,pkc-2,
21.37,trpa-1,
21.37,pkc-2,
21.25,trpa-1,
21.25,pkc-2,
15.35,trpa-1,22.85
15.35,trpa-1,23.92
19.65,trpa-1,22.41
18.66,pkc-2,25.33
27.18,pkc-2,22.81
20.0,pkc-2,17.5
14.37,pkc-2,13.95
20.66,trpa-1,24.66
18.18,trpa-1,24.54
19.33,trpa-1,
20.55,sgk-1,25.27
20.55,sgk-1,25.27
21.09,trpa-1,18.54
21.09,trpa-1,24.36
10.2,skn-1,13.0
10.2,daf-16,11.9
21.4,daf-16,19.5
10.2,daf-2,25.8
12.8,vang-1,14.9
17.3,daf-16,12.7
17.3,daf-2,29.1
17.3,daf-16,12.7
20.9,daf-3,22.3
23.9,daf-16,20.4
22.8,daf-12,22.8
12.6,daf-2; dpy-20,27.9
12.6,daf-16; dpy-20,10.9
17.39,mxl-2,
17.39,mxl-2,
13.5,daf-16,15.0
13.5,mxl-1,
13.5,daf-16,15.0
13.5,mxl-2,
14.8,mxl-2,14.2
14.8,mml-1,
20.0,mxl-2,14.2
20.0,daf-2,
20.0,daf-2,
17.85,pha,12.85
17.85,pha,12.85
20.0,mxl-2,19.13
20.0,mml-1,15.8
20.0,mxl-2,12.8
20.0,mxl-1,24.4
20.0,mdl-1,
20.0,mxl-1,
12.67,ttr-5,14.46
12.67,epc-1,15.24
12.67,pod-1,18.38
12.67,acs-5,19.24
12.67,Y119D3_446.d,18.48
12.67,daf-2,17.36
12.67,Y71H2_390.d,15.67
12.67,ral-1,15.03
12.67,T28D6.4,16.91
12.67,K12H4.5,20.0
12.67,T28A8.6,16.25
12.67,pat-4,15.67
12.67,Y66A7A1,15.83
12.67,Y71H2_388.c,24.84
11.73,grl-19,14.86
11.73,asm-3,17.8
11.73,cutl-28,15.05
11.73,F42A6.1,14.33
11.73,B0546.3,14.88
11.73,aat-2,15.35
11.73,C46G7.2,16.87
11.73,K07H8.8,14.31
11.73,F49C12.9,14.0
11.73,T05A1.5,14.07
11.73,inx-8,13.92
11.73,inx-9,14.19
11.73,spe-26,15.57
11.73,R10H10.7,14.35
11.73,C42C1.3,18.65
11.73,amt-2,14.3
11.73,Y45F10D.8,14.03
11.73,set-26,14.05
11.73,W03G1.5,18.09
11.73,elt-6,15.77
11.73,tes-1,18.76
11.73,mrlp-1,17.05
11.73,acdh-13,18.4
11.73,rps-23,26.46
11.73,qars-1,16.35
11.73,ogdh-1,21.05
11.73,F13B6.1,17.58
11.73,F08B4.7,14.25
11.73,tkt-1,14.62
11.73,mars-1,14.4
11.73,scl-8,13.89
11.73,dld-1,18.9
11.73,Y69A2A_2991.c,13.93
17.1,tor,21.8
18.7,tor,24.8
21.6,tor,26.0
14.4,glp-1,17.7
16.0,glp-1,19.8
19.2,glp-1,34.7
17.6,glp-1,23.8
14.16,vha-16,14.16
17.5,vha-16,15.6
16.8,vha-16,14.1
16.1,vha-16,14.6
17.42,lmp-1,17.14
16.7,lmp-1,16.8
17.9,lmp-1,15.8
15.8,lmp-1,17.8
17.22,atg-18,16.66
17.9,atg-18,16.8
17.3,atg-18,14.4
15.4,atg-18,13.0
16.3,hif-1,17.1
14.4,hif-1,15.8
15.3,aha-1,15.2
15.8,aha-1,15.6
16.3,vhl-1,23.1
14.4,vhl-1,23.5
14.4,egl-9,20.5
16.3,egl-9,21.0
15.3,hif-1,15.7
15.8,hif-1,15.2
18.1,hif-1,16.8
18.1,hif-1,16.8
16.8,hif-1,15.6
19.6,hif-1,19.2
15.3,hif-1,15.7
15.8,hif-1,15.2
15.3,hif-1,15.7
15.3,hif-1,15.7
15.3,vhl-1,18.1
15.3,vhl-1,18.1
15.3,egl-1,17.1
15.3,egl-1,17.1
23.6,sca-1,21.4
23.6,unc-70,22.1
22.9,let-711,15.3
23.6,fasn-1,21.9
22.6,mdt-15,17.7
22.6,chc-1,21.0
19.7,igf-1,24.8
25.4,ifg-1,28.7
20.3,daf-2,30.6
20.3,daf-16,12.8
20.3,sca-1,19.9
20.3,fasn-1,17.9
20.3,unc-70,19.2
20.3,chc-1,20.1
20.3,let-711,19.0
20.3,mdt-15,16.7
20.3,ifg-1,26.7
20.3,daf-2,30.6
20.3,daf-16,12.8
20.3,sca-1,19.9
20.3,fasn-1,17.9
20.3,unc-70,19.2
20.3,chc-1,20.1
20.3,let-711,19.0
20.3,mdt-15,16.7
20.3,ifg-1,26.7
20.3,daf-2,30.6
20.3,daf-16,12.8
20.3,sca-1,19.9
20.3,fasn-1,17.9
20.3,unc-70,19.2
20.3,chc-1,20.1
20.3,let-711,19.0
20.3,mdt-15,16.7
20.3,ifg-1,26.7
20.3,sca-1,19.9
20.3,fasn-1,17.9
20.3,unc-70,19.2
20.3,chc-1,20.1
20.3,let-711,19.0
20.3,mdt-15,16.7
20.3,daf-2,30.6
20.3,daf-16,12.8
20.3,sca-1,19.9
20.3,fasn-1,17.9
20.3,unc-70,19.2
20.3,chc-1,20.1
20.3,let-711,19.0
20.3,mdt-15,16.7
20.3,daf-2,30.6
20.3,daf-16,12.8
20.3,sca-1,19.9
20.3,fasn-1,17.9
20.3,unc-70,19.2
20.3,chc-1,20.1
20.3,let-711,19.0
20.3,mdt-15,16.7
20.3,ifg-1,26.7
20.3,daf-2,30.6
20.3,daf-16,12.8
20.3,sca-1,19.9
20.3,fasn-1,17.9
20.3,unc-70,19.2
20.3,chc-1,20.1
20.3,let-711,19.0
20.3,mdt-15,16.7
20.3,ifg-1,26.7
16.5,vps-34,16.9
16.6,atg-18,16.1
14.5,pha-4,14.0
18.7,pha-4,17.4
18.8,pha-4,18.4
20.2,pha-4,18.6
18.3,vps-34,19.3
17.9,vps-34,17.5
19.2,vps-34,18.2
18.3,bec-1,19.6
17.9,bec-1,17.9
19.2,bec-1,19.2
17.9,lgg-1,18.0
18.5,lgg-1,20.2
19.2,lgg-1,18.8
18.3,unc-51,18.7
20.4,unc-51,22.4
18.6,unc-51,18.2
18.3,atg-18,19.3
20.4,atg-18,19.7
18.6,atg-18,18.8
17.9,tor,22.7
18.5,tor,22.7
19.2,tor,21.6
19.7,tor,22.4
19.2,bec-1,20.2
18.4,bec-1,19.2
18.5,bec-1,18.3
18.0,lgg-1,17.8
18.4,lgg-1,19.8
18.5,lgg-1,18.3
19.0,pha-4,18.2
18.4,pha-4,18.7
18.5,pha-4,17.4
19.0,vps-34,20.3
19.2,vps-34,19.0
18.4,vps-34,19.6
19.0,tor,22.7
18.4,tor,23.1
18.5,tor,21.3
11.3,nmur-1,15.4
12.1,nmur-1,12.2
10.5,nmur-1,14.0
11.8,nmur-1,12.7
13.8,nmur-1,14.4
12.8,nmur-1,14.2
11.6,nmur-1,15.3
11.8,nmur-1,14.8
11.7,nmur-1,16.6
11.2,nmur-1,14.8
11.0,nmur-1,14.7
12.4,nmur-1,15.1
20.7,daf-16,18.0
20.7,daf-12,21.7
12.2,daf-16,9.7
12.2,daf-16,9.7
11.77,ins-18,11.77
11.77,ins-18,
16.0,daf-2,42.33
10.0,daf-2,31.6
16.59,utx-1,20.0
13.96,utx-1,18.27
22.4,utx-1,22.8
19.0,utx-1,24.66
21.36,utx-1,24.45
19.62,utx-1,25.16
15.37,utx-1,18.94
13.71,utx-1,15.77
17.27,flr-4,25.45
17.27,flr-4,25.45
17.27,flr-4,
17.27,flr-4,
17.27,flr-4,
17.27,flr-4,
17.27,flr-4,
21.5,sek-1,21.76
18.97,nhr-8,14.96
18.81,flr-4,27.07
19.13,flr-4,26.44
19.55,flr-4,25.4
19.25,drl-1,30.18
19.61,daf-16,17.45
17.14,skn-1,14.98
13.0,flr-4,16.07
14.05,flr-4,16.51
14.05,flr-4,16.51
22.8,hif-1,20.0
20.8,hif-1,19.2
17.5,daf-2,28.125
21.6,daf-16,17.6
22.0,daf-16,16.8
28.0,bec-1,24.0
8.5,daf-2,18.8
12.7,daf-2,25.3
23.2,hsf-1,17.9
23.2,daf-16,16.9
23.2,hsf-1,17.9
23.2,hsf-1,17.9
13.5,hsf-1,9.6
13.5,hsf-1,9.6
18.0,daf-16,12.0
18.0,daf-2,35.6
19.2,let-363,21.1
19.2,ifg-1,
19.2,let-363,
17.0,daf-16,
12.0,daf-16,
12.0,akt-1,
19.5,skn-1,
19.3,skn-1,
19.5,nlp-7,
19.3,nlp-7,
19.5,cup-4,
19.3,cup-4,
17.1,skn-1,
17.3,skn-1,
17.1,nlp-7,
17.3,nlp-7,
17.1,cup-4,
17.3,cup-4,
17.2,skn-1,
16.1,skn-1,
17.2,nlp-7,
16.1,nlp-7,
17.2,cup-4,
16.1,cup-4,
22.0,skn-1,
22.1,skn-1,
22.0,cup-4,19.8
22.1,cup-4,19.8
22.0,skn-1,
22.1,skn-1,
22.0,cup-4,19.8
22.1,cup-4,19.8
22.0,skn-1,
22.1,skn-1,
22.0,nlp-7,19.0
22.1,nlp-7,20.7
15.9,ogt-1,12.9
15.9,daf-2,28.6
15.9,daf-2,28.6
15.9,daf-16,14.3
15.9,daf-16,14.3
15.9,age-1,25.6
15.9,age-1,25.6
15.9,sgk-1,29.8
15.9,sgk-1,29.8
15.9,pdk-1,14.8
15.9,atk-1,11.5
21.6,nhr-49,14.4
16.9,nhr-49,10.7
22.5,nhr-49,12.2
22.5,nhr-49,9.5
16.9,nhr-49,10.7
22.5,nhr-49,12.2
17.9,nhr-49,9.5
16.9,cyc-1,19.6
21.6,nhr-49,
21.6,nhr-49,
18.5,daf-16,15.6
20.3,daf-16,
20.3,tcer-1,
17.0,daf-2,34.6
17.0,cyc-1,30.7
17.0,cco-1,28.3
16.9,daf-2,27.9
16.9,cyc-1,19.6
16.9,cco-1,21.0
22.3,ocr-2,23.0
17.47,tax-6,26.0
15.4,daf-16,10.1
14.4,daf-16,15.8
14.2,age-1,17.6
14.3,daf-2,25.3
14.2,jnk-1,11.6
12.0,jkk-1,9.5
12.7,jkk-1,12.5
12.7,mek-1,8.4
14.5,mek-1,14.9
10.0,mpk-1,8.1
22.57,skn-1,16.85
14.3,sir-2.1,13.3
14.3,daf-16,9.4
13.9,sir-2.1,12.8
13.9,daf-16,9.2
14.4,sir-2.1,15.6
14.4,sir-2.1,15.6
14.4,sir-2.1,15.6
14.4,sir-2.1,15.6
14.4,daf-16,9.1
14.5,sir-2.1,15.3
14.5,sir-2.1,15.3
14.5,sir-2.1,15.3
14.5,sir-2.1,15.3
14.5,daf-16,9.2
14.3,sir-2.1,14.2
14.3,sir-2.1,14.2
14.3,sir-2.1,14.2
14.3,sir-2.1,14.2
14.3,daf-16,9.2
15.4,sir-2.1,17.5
15.4,sir-2.1,17.5
15.4,sir-2.1,17.5
15.4,sir-2.1,17.5
15.4,sir-2.1,17.5
15.4,sir-2.1,17.5
15.1,sir-2.1,17.3
15.1,sir-2.1,17.3
15.1,sir-2.1,17.3
15.1,sir-2.1,17.3
15.1,sir-2.1,17.3
15.1,sir-2.1,17.3
15.0,sir-2.1,18.1
15.0,sir-2.1,18.1
15.0,sir-2.1,18.1
15.0,sir-2.1,18.1
15.0,sir-2.1,18.1
15.0,sir-2.1,18.1
15.1,sir-2.1,17.6
15.1,sir-2.1,17.6
15.1,sir-2.1,17.6
15.1,sir-2.1,17.6
15.1,sir-2.1,17.6
15.1,sir-2.1,17.6
18.6,ftt-2,14.0
18.6,ftt-2gs,17.0
18.6,daf-16,11.7
18.6,par-5,13.3
18.6,par-5gs,18.6
18.6,daf-16,11.1
16.7,ftt-2,15.8
16.7,ftt-2,15.8
16.7,ftt-2,15.8
16.8,ftt-2,16.3
16.8,ftt-2,16.3
16.8,ftt-2,16.3
16.8,ftt-2,16.1
16.8,ftt-2,16.1
16.8,ftt-2,16.1
15.8,ftt-2,12.6
15.8,ftt-2,12.6
15.1,ftt-2,14.2
15.1,ftt-2,14.2
15.5,ftt-2,13.4
23.08,ragc-1,29.09
23.39,ragc-1,29.01
22.93,raga-1,28.91
22.93,raga-1,28.91
22.93,raga-1,28.91
23.67,rheb-1,28.51
23.67,rheb-1,28.51
23.67,daf-15,26.43
23.67,daf-15,26.43
22.56,raga-1,28.65
19.46,ifg-1,28.95
20.98,eif-1,27.98
23.96,raga-1,30.48
22.09,raga-1,24.02
23.15,raga-1,32.9
23.44,raga-1,28.15
22.67,ragc-1,28.17
23.44,ragc-1,29.94
23.08,daf-15,28.0
24.77,daf-15,26.97
23.08,rheb-1,27.22
24.77,rheb-1,29.6
22.09,raga-1,24.02
23.15,raga-1,32.9
23.44,raga-1,28.15
23.44,ragc-1,29.94
23.58,ragc-1,26.7
23.16,ragc-1,30.18
23.08,daf-15,28.0
22.87,daf-15,24.38
24.77,daf-15,26.97
23.08,rheb-1,27.22
22.87,rheb-1,28.62
24.77,rheb-1,29.6
22.09,raga-1,24.02
23.15,raga-1,32.9
22.93,cco-1,27.87
22.17,cco-1,29.23
22.93,cyc-1,27.77
22.17,cyc-1,28.35
21.56,ragc-1,28.31
19.46,eif-1,23.97
21.36,eif-1,28.76
21.83,eif-1,29.33
21.83,raga-1,26.12
22.26,raga-1,29.94
23.78,raga-1,29.87
23.95,eif-1,31.88
23.96,eif-1,31.51
23.95,raga-1,30.13
23.96,raga-1,30.65
17.2,frh-1,20.6
17.2,frh-1,20.6
17.2,frh-1,20.6
17.2,frh-1,20.6
17.2,frh-1,20.6
16.4,frh-1,19.8
16.4,frh-1,19.8
16.4,frh-1,19.8
18.4,bec-1,16.8
18.4,frh-1,23.1
17.2,atp-3,25.7
17.2,isp-1,30.3
17.2,nuo-2,28.8
17.2,cco-1,28.5
17.2,atp-3,25.7
17.2,isp-1,30.3
17.2,nuo-2,28.8
17.2,cco-1,28.5
17.2,atp-3,25.7
17.2,isp-1,30.3
17.2,nuo-2,28.8
17.2,cco-1,28.5
17.2,atp-3,25.7
17.2,isp-1,30.3
17.2,nuo-2,28.8
17.2,cco-1,28.5
17.2,atp-3,25.7
17.2,isp-1,30.3
17.2,nuo-2,28.8
17.2,cco-1,28.5
17.2,atp-3,25.7
17.2,isp-1,30.3
17.2,nuo-2,28.8
17.2,cco-1,28.5
18.5,lipl-4,19.64
19.81,lipl-4,19.01
18.48,lipl-4,18.57
20.62,rsks-1,23.09
