Wild Lifespan,Gene(s),Mutant Lifespan
20.3,daf-16;daf-2;K01C8.6,13.4
20.3,daf-16;daf-2;F59A3.3,13.5
20.3,daf-16;daf-2;B0511.8,13.9
20.3,daf-16;daf-2;Y47G6A.10,13.4
20.3,daf-16;daf-2;F26E4.4,13.0
20.3,daf-16;daf-2;C56E6.1,13.6
20.3,daf-16;daf-2;K11B4.1,13.2
20.3,daf-16;daf-2;B0491.5,13.0
20.3,eat-2;Y39G10AR.8,30.2
20.3,eat-2;D2085.3,28.1
20.3,eat-2;D2013.7,32.3
20.3,eat-2;C09D4.5,28.3
20.3,eat-2;W01B11.3,30.8
20.3,eat-2;F59C6.4,29.2
20.3,eat-2;Y48G1A.4,27.3
20.3,eat-2;C47D12.6,25.3
20.3,eat-2;F22D6.3,29.2
20.3,eat-2;C48E7.2,30.2
20.3,eat-2;F14B4.3,29.1
20.3,eat-2;R53.4,32.8
20.3,eat-2;F59C6.5,28.2
20.3,eat-2;ZK973.10,29.8
20.3,eat-2;C01F1.2,26.7
20.3,eat-2;K01C8.6,28.9
20.3,eat-2;F59A3.3,29.4
20.3,eat-2;B0511.8,28.7
20.3,eat-2;Y47G6A.10,28.6
20.3,eat-2;F26E4.4,27.4
20.3,eat-2;C56E6.1,29.1
20.3,eat-2;K11B4.1,29.4
20.3,eat-2;B0491.5,20.8
15.9,clk-1;daf-2,35.0
32.6,clk-1;daf-2,52.3
20.8,nuo-6;eat-2,48.7
20.8,isp-1;nuo-6,30.2
20.8,eat-2;isp-1,45.9
21.6,nuo-6;isp-1,49.6
21.6,isp-1;nuo-6,41.7
21.6,eat-2;nuo-6,40.4
14.66,daf-2;clk-2,54.0
17.93,daf-2;clk-3,40.0
17.93,daf-2;clk-4,40.0
18.62,daf-2;clk-5,34.48
17.24,daf-2;clk-7,41.37
17.93,daf-2;clk-8,41.37
20.68,daf-2;clk-9,48.96
17.93,daf-2;clk-10,32.41
15.86,daf-2;gro-1,34.48
18.5,daf-2;nuo-6,47.3
18.5,daf-2;nuo-6,48.9
22.5,isp-1;ctb-1,34.5
19.6,daf-2;isp-1,42.3
19.6,isp-1;ctb-1,32.8
19.6,daf-16;isp-1,29.6
14.9,clk-1;clk-2,28.2
14.9,clk-1;clk-2,28.3
14.9,clk-3;clk-1,22.7
14.9,clk-3;clk-1,43.5
14.9,clk-3;clk-2,22.3
14.9,gro-1;clk-2,12.3
14.9,clk-3;gro-1,15.9
14.9,age-1;fer-15;gro-1,34.1
16.1,clk-1;clk-2,23.1
16.1,clk-1;clk-2,25.4
16.1,clk-3;clk-1,17.8
16.1,clk-3;clk-1,27.5
16.1,clk-3;clk-2,20.6
16.1,clk-3;gro-1,14.6
22.0,clk-1;clk-2,34.5
22.0,clk-1;clk-2,30.3
14.9,daf-16;clk-1,20.3
14.9,daf-16;clk-3,19.2
14.9,daf-16;gro-1,17.8
14.9,daf-2;clk-1,43.3
8.5,daf-2;clk-1,49.1
18.9,rsks-1;cyc-2.1,31.2
20.0,rsks-1;cyc-2.1,28.8
18.9,daf-2;cyc-2.1,68.8
20.0,daf-2;cyc-2.1,68.5
18.9,daf-2;rsks-1;cyc-2.1,65.4
20.0,daf-2;rsks-1;cyc-2.1,65.3
18.9,atfs-1;cyc-2.1,19.8
20.0,atfs-1;cyc-2.1,20.3
18.9,aak-2;cyc-2.1,15.9
20.0,aak-2;cyc-2.1,16.0
19.5,drp-1;cyc-2.1,28.6
18.7,drp-1;cyc-2.1,29.7
19.1,drp-1;cyc-2.1,27.8
20.4,daf-2;rsks-1;dve-1,18.5
19.8,daf-2;rsks-1;dve-1,18.7
19.7,daf-2;rsks-1;dve-1,22.5
20.4,daf-2;rsks-1;ubl-5,34.9
19.8,daf-2;rsks-1;ubl-5,36.2
19.7,daf-2;rsks-1;ubl-5,32.5
20.4,daf-2;rsks-1;atfs-1,42.6
19.8,daf-2;rsks-1;atfs-1,39.5
19.7,daf-2;rsks-1;atfs-1,44.1
18.0,rsks-1;gld-1,17.4
18.2,rsks-1;gld-1,16.9
18.0,daf-2;gld-1,39.3
18.2,daf-2;gld-1,41.1
18.0,daf-2;rsks-1;gld-1,49.6
18.2,daf-2;rsks-1;gld-1,52.1
19.09,atfs-1;cco-1,30.0
12.07,daf-2;daf-2,23.38
12.07,daf-2;daf-16,10.4
12.07,daf-2;pie-1,18.12
12.07,daf-2;pgl-1,18.94
12.07,daf-2;pgl-2,18.54
12.07,daf-2;pgl-3,19.08
12.07,daf-2;isw-1,19.41
12.07,daf-2;mes-4,19.25
12.07,daf-2;daf-16,11.01
12.07,daf-2;pie-1,24.81
12.07,daf-2;pgl-1,24.01
12.07,daf-2;pgl-2,25.76
12.07,daf-2;pgl-3,25.68
12.07,daf-2;isw-1,23.16
12.07,daf-2;mes-4,25.17
12.07,daf-2;daf-16,12.46
12.07,daf-2;pie-1,25.67
12.07,daf-2;pgl-1,26.61
12.07,daf-2;pgl-2,27.38
12.07,daf-2;pgl-3,29.02
12.07,daf-2;isw-1,25.12
12.07,daf-2;mes-4,26.49
13.0,ins-6;daf-28,15.4
20.3,daf-2;daf-16,11.9
14.7,daf-2;daf-16,10.1
14.7,daf-2;daf-16,11.7
14.7,daf-2;daf-16;daf-16,10.0
18.81,eat-2;daf-9,17.48
19.26,eat-2;daf-9,18.18
19.89,aak-2;daf-9,22.04
19.89,daf-9;daf-2,28.07
19.31,eat-2;emb-8,27.04
17.31,eat-2;emb-8,25.84
19.89,nhr-8;daf-2,25.39
19.89,daf-7;nhr-8,19.41
19.7,daf-2;hsf-1,7.5
18.9,daf-2;hsf-1,10.8
19.7,daf-2;rsks-1,47.0
18.9,daf-2;rsks-1,49.4
19.7,daf-2; rsks-1;hsf-1,10.0
18.9,daf-2; rsks-1;hsf-1,12.7
19.7,rsks-1;hsf-1,7.2
18.9,rsks-1;hsf-1,7.8
18.9,daf-16;ftt-2,12.8
18.9,daf-16;ftt-1,14.0
18.9,daf-2;ftt-2,23.4
18.9,daf-2;ftt-1,25.4
18.9,daf-2;ftt-2,18.5
18.9,daf-2;ftt-1,19.6
18.9,pdk-1;ftt-2,21.5
18.9,pdk-1;ftt-1,24.7
18.9,pdk-1;ftt-2,17.6
18.9,pdk-1;ftt-1,19.5
19.0,daf-16;ftt-1,8.7
19.0,daf-16;ftt-2,7.2
19.0,daf-2;ftt-1,12.5
19.0,daf-2;ftt-2,11.4
19.0,daf-2;ftt-1,12.0
19.0,daf-2;ftt-2,8.4
22.56,cep-1;isp-1,26.33
21.24,cep-1;isp-1,23.83
22.44,cep-1;clk-1,25.88
22.44,cep-1;clk-1,26.52
21.89,cep-1;clk-1,23.81
21.89,cep-1;clk-1,25.77
22.56,cep-1;mev-1,20.97
22.56,cep-1;mev-1,19.51
22.56,cep-1;mev-1,22.2
22.56,cep-1;mev-1,20.47
21.4,cep-1;mev-1,22.12
21.4,cep-1;mev-1,21.95
21.4,cep-1;mev-1,23.87
19.7,cep-1;mev-1,20.91
19.42,gas-1;cep-1,16.06
19.42,gas-1;cep-1,15.56
13.87,cep-1;gas-1,16.95
13.87,cep-1;gas-1,16.35
17.15,cep-1;ftn-1;ftn-2,18.92
17.15,isp-1;ftn-1;ftn-2,25.4
17.15,cep-1;isp-1;ftn-1;ftn-2,23.16
17.15,mev-1;ftn-1;ftn-2,14.11
17.15,cep-1;mev-1,15.78
17.15,cep-1;mev-1;ftn-1;ftn-2,15.16
19.23,cep-1;ftn-1;ftn-2,19.51
19.23,isp-1;ftn-1;ftn-2,22.3
19.23,cep-1;isp-1;ftn-1;ftn-2,20.78
19.23,mev-1;ftn-1;ftn-2,13.61
19.23,cep-1;mev-1,16.1
19.23,cep-1;mev-1;ftn-1;ftn-2,16.11
22.41,gas-1;ftn-1;ftn-2,14.85
22.41,mev-1;ftn-1;ftn-2,13.38
22.41,nuo-6;ftn-1;ftn-2,20.57
22.41,isp-1;ftn-1;ftn-2,21.72
17.0,cep-1;mev-1,19.83
17.0,cep-1;gas-1,16.53
17.0,cep-1;clk-1,14.44
17.0,nuo-6;cep-1,17.57
18.0,daf-16;sod-2,15.3
21.8,sod-1;ire-1,21.5
21.8,sod-1;xbp-1,27.8
19.7,sod-1;ire-1,21.3
19.7,sod-1;xbp-1,22.0
19.2,daf-16;D2030.4,21.5
19.2,daf-16;T02H6.11,23.5
19.2,daf-16;F26E4.6,22.1
19.2,daf-16;F26E4.9,25.3
19.2,daf-16;W09C5.8,25.9
19.2,daf-16;B0261.4,16.5
19.2,daf-16;T06D8.6,16.5
19.2,daf-16;F13G3.7,13.6
19.2,daf-16;K01C8.7,16.4
19.2,daf-16;F28B3.5,11.8
19.2,daf-16;F57B10.3,12.3
18.8,isp-1;ced-4,25.74
18.26,isp-1;ced-4,26.28
17.55,isp-1;ced-4,27.02
18.46,ced-4;nuo-6,24.48
18.7,ced-4;nuo-6,25.5
17.55,ced-4;nuo-6,25.64
19.68,egl-1;isp-1,31.74
19.08,egl-1;isp-1,30.48
19.92,egl-1;isp-1,31.72
19.24,egl-1;nuo-6,30.18
19.08,egl-1;nuo-6,30.1
19.92,egl-1;nuo-6,30.02
20.44,ced-13;isp-1,24.8
22.16,ced-13;isp-1,24.96
19.5,ced-13;isp-1,26.53
19.26,ced-13;nuo-6,27.32
20.16,ced-13;nuo-6,28.1
20.22,ced-13;nuo-6,26.74
20.19,isp-1;ced-4;egl-1,26.39
20.48,isp-1;ced-4;egl-1,27.5
20.74,isp-1;ced-4;egl-1,27.72
20.19,isp-1;ced-4;ced-13,26.32
20.48,isp-1;ced-4;ced-13,26.16
20.74,isp-1;ced-4;ced-13,25.98
19.48,nuo-6;ced-4;egl-1,27.28
20.0,nuo-6;ced-4;egl-1,26.38
19.44,nuo-6;ced-4;egl-1,26.2
20.08,nuo-6;ced-4;ced-13,26.42
21.08,nuo-6;ced-4;ced-13,26.22
19.08,nuo-6;ced-4;ced-13,25.57
18.88,rrf3;cbp-1,13.5
18.88,eat-2;cbp-1,13.63
18.88,glp-1;cbp-1,17.94
18.88,clk-1;cbp-1,15.09
18.88,mev-1;cbp-1,14.0
13.92,daf-2;cbp-1,16.9
13.92,daf-2;daf-16,14.2
13.92,daf-2;dev-1,27.59
13.92,daf-2;hsf-1,20.31
13.92,rrf3;cbp-1,11.63
13.92,rrf3;daf-16,11.36
13.92,rrf3;dev-1,11.38
13.92,rrf3;hsf-1,10.05
13.92,rrf3;cbp-1,11.1
20.84,daf-16;cbp-1,12.2
19.12,rrf3;cbp-1;daf-16,14.75
19.12,rrf3;cbp-1,15.59
19.12,rrf3;daf-16,14.65
12.56,eak-3;akt-1,12.64
25.47,eak-3;daf-16,16.24
12.7,eak-3;daf-2,50.85
12.7,eak-3;akt-1,13.0
12.7,eak-4;akt-1,13.1
12.7,akt-1;sdf-9,12.7
12.7,akt-1;sdf-9,13.0
12.7,eak-6;akt-1,12.8
19.21,age-1;drp-1,40.72
19.21,daf-2;drp-1,51.02
19.21,drp-1;daf-16,12.1
19.21,age-1;daf-16,13.24
19.21,age-1;drp1;daf-16,12.86
19.21,daf-2;daf-16,15.05
19.21,daf-2;drp-1;daf-16,16.34
15.15,drp-1;age-1,33.49
15.15,age-1;drp-1,37.76
15.15,daf-2;drp-1,49.47
15.03,isp-1;ctb-1;drp-1,26.9
15.03,clk-1;drp-1,26.54
20.8,daf-16;clk-1,23.5
19.7,daf-16;eat-2,23.6
21.9,eat-2;daf-2,41.6
19.7,eat-2;clk-1,27.5
21.9,clk-1;eat-2,26.5
19.3,daf-16;ocr-2,13.7
19.2,daf-16;ocr-2,14.8
10.8,daf-16;osm-6,4.3
12.5,daf-16;unc-31,7.6
12.5,daf-16;unc-31,7.7
10.8,daf-16;osm-6,4.3
9.6,daf-16;ocr-2,4.9
12.0,daf-16;daf-2,14.0
12.0,daf-12;daf-2,41.4
22.0,daf-16;unc-64,20.0
22.0,daf-16;unc-31,19.0
24.0,unc-64;daf-2,59.0
24.0,unc-31;daf-2,47.0
24.0,unc-64;unc-31,43.0
18.8,daf-16;daf-10,17.4
18.8,daf-16;daf-19,15.3
18.8,daf-16;osm-3,19.2
18.8,daf-16;osm-5,18.7
18.8,daf-16;tax-4,17.3
18.8,daf-10;daf-2,37.2
18.8,osm-3;daf-2,40.0
14.1,scl-1;daf-2,19.0
13.6,pep-2;daf-2,31.9
13.6,daf-16;pep-2,9.3
13.6,pep-2;let-363,22.2
11.0,daf-16;daf-2,10.9
11.0,daf-16;pep-2,7.4
11.0,pep-2;let-363,15.8
11.0,pep-2;daf-2,38.3
11.0,daf-16;daf-2; pep-2,9.8
17.6,daf-16;jnk-1,14.5
17.6,jnk-1;daf-2,53.3
14.9,jnk-1;akt-1;akt-2,38.8
14.0,daf-16;tub-1,11.4
14.0,tub-1;daf-2,31.7
14.0,rgb-3;tub-1,16.8
14.1,cku-70;rrf-3,15.5
14.1,cku-70;daf-2,32.6
14.1,cku-70;daf-16,12.8
14.1,cku-70;daf-16; daf-2,14.5
14.1,cku-80;rrf-3,14.7
14.1,cku-80;daf-2,22.5
14.1,cku-70;glp-4; daf-2,37.0
14.1,cku-80;glp-4; daf-2,33.1
17.6,let-60;daf-2,13.8
17.6,let-60;daf-2,18.0
17.6,let-60;daf-2,24.5
17.6,let-60;daf-2,15.1
17.6,let-60;daf-2,23.8
17.6,sos-1;daf-2,29.8
17.6,sem-5;daf-2,27.4
17.6,let-60;daf-2,27.4
17.6,sos-1;daf-2,29.6
17.6,sem-5;daf-2,25.7
8.9,daf-16;lin-14,8.4
8.9,lin-14;daf-2,23.0
14.6,lin-14;lin-4,16.6
9.5,lin-4;lin-14,9.0
21.6,lin-14;daf-2,31.1
21.6,lin-14;daf-16,16.7
16.0,lin-4;daf-2,13.8
16.0,lin-4;daf-16,6.1
18.3,smk-1;daf-2,26.6
18.3,daf-16;daf-2,24.6
18.3,smk-1;isp-1,26.1
18.3,daf-16;isp-1,20.1
17.5,smk-1;cyc-1,25.6
17.5,daf-16;cyc-1,25.7
18.3,smk-1;clk-1,16.6
18.3,daf-16;clk-1,15.5
18.3,smk-1;daf-16,10.6
18.3,hsf-1;daf-16,8.0
19.3,cst-1;daf-2,20.7
16.3,cst-1;daf-16,13.9
16.3,cst-1;age-1,21.1
16.67,ifta-2;daf-2,24.64
18.96,ifta-2;daf-16,19.95
18.96,ifta-2;osm-5,24.15
16.7,odr-3;gpc-1,20.3
16.7,gpa-11;gpc-1,20.9
16.7,gpc-1;gpa-11,17.9
16.7,gpa-1;gpc-1,20.3
16.7,odr-3;gpa-1,21.3
16.7,gpa-1;gpa-11,16.9
16.7,gpa-11;gpa-1,21.5
16.7,gpa-11;odr-3,25.8
16.7,gpa-11;odr-3,24.3
16.7,gpa-11;odr-3,14.8
17.5,gpa-11;odr-3,34.7
17.5,gpa-11;odr-3,25.4
17.5,gpa-11;odr-3,17.2
17.5,daf-16;gpc-1,17.8
17.5,daf-16;odr-3,13.6
17.5,daf-16;gpa-11,14.2
17.5,daf-16;gpa-1,19.0
18.0,gpa-1;daf-2,37.9
18.0,odr-3;daf-2,49.6
18.0,gpa-11;daf-2,33.9
18.0,gpa-11;daf-2;odr-3,44.5
18.0,gpa-11;daf-2,47.3
18.0,gpa-11;daf-2;odr-3,48.6
19.1,daf-16;rle-1,15.7
19.1,daf-16;rle-1,22.7
16.4,daf-3;daf-7,14.9
15.4,daf-3;daf-7,15.5
18.6,daf-3;daf-7,12.7
24.8,daf-3;daf-7,14.7
19.0,daf-3;daf-7,14.9
16.6,daf-3;daf-7,16.7
15.0,daf-16;daf-7,13.0
16.4,daf-16;daf-7,13.0
18.9,daf-16;daf-7,18.2
16.6,daf-16;daf-7,15.4
16.6,daf-16;daf-7,11.8
16.8,daf-3;daf-2,46.6
18.9,daf-3;daf-2,22.0
16.6,daf-3;daf-2,20.3
18.9,daf-3;daf-2,22.4
16.6,daf-3;daf-2,27.6
14.9,bec-1;eat-2,14.7
17.2,Ce-atg7;eat-2,15.8
19.0,daf-16;daf-2,17.0
18.2,par-5;sir-2.1,16.4
18.2,par-5;daf-2,44.1
18.9,daf-16;par-5,13.5
18.9,daf-16;ftt-2,17.7
18.2,ife-2;daf-2,46.6
18.2,ife-2;age-1,27.5
11.6,ife-2;glp-4,14.3
18.2,ife-2;daf-16,22.7
18.2,ife-2;daf-16,15.0
18.2,ife-2;clk-1,29.7
18.2,ife-2;eat-2,27.2
18.2,ife-2;let-363;dpy-5;unc-13,21.3
11.6,let-363;ife-2,19.2
18.2,rsks-1;ife-2,27.6
18.2,rskn-1;ife-2,26.9
18.2,mnk-1;ife-2,25.2
11.6,mnk-1;glp-4,10.9
17.2,smk-1;eat-2,16.1
18.1,pha-4;eat-2,13.7
21.5,pha-4;daf-2,30.8
21.5,daf-16;daf-2,22.5
21.6,pha-4;cyc-1,29.2
19.4,pha-4;daf-2,42.6
19.4,daf-16;daf-2,24.7
20.5,pha-4;isp-1,23.4
18.4,daf-16;cyc-1,28.3
20.7,daf-16;daf-2,16.6
20.7,rpn-1;daf-2,15.0
20.7,rpn-2;daf-2,15.3
20.7,rpn-3;daf-2,16.3
20.7,rpn-5;daf-2,35.3
20.7,rpn-6;daf-2,13.4
20.7,rpn-7;daf-2,14.2
20.7,rpn-8;daf-2,15.8
20.7,rpn-9;daf-2,32.2
20.7,rpn-10;daf-2,32.6
20.7,rpn-11;daf-2,15.6
20.7,rpn-12;daf-2,36.7
20.7,rpt-1;daf-2,15.0
20.7,rpt-2;daf-2,33.2
20.7,rpt-3;daf-2,16.0
20.7,rpt-4;daf-2,15.6
20.7,rpt-5;daf-2,15.1
20.7,rpt-6;daf-2,15.8
20.7,pas-1;daf-2,33.8
20.7,pas-5;daf-2,15.7
20.7,pas-6;daf-2,13.5
20.7,pas-7;daf-2,34.0
20.7,pbs-2;daf-2,13.0
20.7,pbs-3;daf-2,11.9
20.7,pbs-4;daf-2,12.2
20.7,pbs-5;daf-2,12.5
20.7,pbs-6;daf-2,16.9
20.7,pbs-7;daf-2,12.4
20.7,daf-16;glp-1,17.8
20.7,rpn-1;glp-1,15.8
20.7,rpn-2;glp-1,15.1
20.7,rpn-3;glp-1,15.8
20.7,rpn-5;glp-1,23.8
20.7,rpn-6;glp-1,13.9
20.7,rpn-7;glp-1,15.0
20.7,rpn-8;glp-1,14.8
20.7,rpn-9;glp-1,16.7
20.7,rpn-10;glp-1,20.2
20.7,rpn-11;glp-1,13.7
20.7,rpn-12;glp-1,21.0
20.7,rpt-1;glp-1,15.0
20.7,rpt-2;glp-1,21.0
20.7,rpt-3;glp-1,14.2
20.7,rpt-4;glp-1,12.8
20.7,rpt-5;glp-1,15.0
20.7,rpt-6;glp-1,14.2
20.7,pas-1;glp-1,22.5
20.7,pas-5;glp-1,14.8
20.7,pas-6;glp-1,13.2
20.7,pas-7;glp-1,21.1
20.7,pbs-2;glp-1,14.0
20.7,pbs-3;glp-1,12.6
20.7,pbs-4;glp-1,15.4
20.7,pbs-5;glp-1,14.1
20.7,pbs-6;glp-1,15.6
20.7,pbs-7;glp-1,14.9
18.6,daf-16;daf-2,15.6
18.6,cul-1;daf-2,21.5
18.6,cul-2;daf-2,27.6
18.6,cul-3;daf-2,25.2
18.6,cul-4;daf-2,26.2
18.6,cul-5;daf-2,27.7
18.6,cul-6;daf-2,26.2
18.6,daf-16;glp-1,16.1
18.6,cul-1;glp-1,22.8
18.6,cul-2;glp-1,25.1
18.6,cul-3;glp-1,20.9
18.6,cul-4;glp-1,24.6
18.6,cul-5;glp-1,26.5
18.6,cul-6;glp-1,25.9
20.7,lin-23;daf-2,24.3
20.7,lin-23;daf-2,21.8
16.3,lin-23;daf-2,16.6
16.3,lin-23;daf-2,13.5
16.2,lin-23;daf-2,17.0
16.2,lin-23;daf-2,14.2
14.7,"R13H8.1, daf-16;daf-2",11.7
14.7,"Y76A2A.2, cua-1;daf-2",11.0
14.7,F28D1.9;daf-2,12.0
14.7,Y61A9LA.5;daf-2,13.5
14.7,BE10.2;daf-2,15.2
14.7,"T07D3.7, alg-2;daf-2",19.0
14.7,"F39H11.2, tlf-1;daf-2",19.3
14.7,F40F12.7;daf-2,19.9
14.7,F52C6.2;daf-2,21.0
14.7,"F41E6.4, smk-1;daf-2",21.3
14.7,"M01E5.5, top-1;daf-2",22.2
14.7,C14A4.9;daf-2,22.4
14.7,C25H3.6;daf-2,22.5
14.7,F30A10.6;daf-2,22.6
14.7,"F20B6.8, hpk-1;daf-2",22.8
14.7,M57.2;daf-2,22.9
14.7,"C05D11.2, vps-16;daf-2",23.8
14.7,"ZK270.1, ptr-23;daf-2",23.8
14.7,C29F9.2;daf-2,24.3
14.7,"T01C8.1, aak-2;daf-2",24.5
14.7,C29F9.1;daf-2,24.8
14.7,"R09B3.5, mag-1;daf-2",24.8
14.7,"R144.4, wip-1;daf-2",25.3
14.7,"Y17G7B.5, mcm-2;daf-2",25.3
14.7,B0464.7;daf-2,25.4
14.7,Y42G9A.4;daf-2,25.6
14.7,"C29E6.1, let-653;daf-2",25.7
14.7,B0303.9;daf-2,26.5
14.7,"F45E1.6, his-71;daf-2",27.0
14.7,"F41H10.7, elo-5;daf-2",27.1
14.7,K11D12.9;daf-2,27.2
14.7,C31H2.1;daf-2,27.3
14.7,D2085.5;daf-2,27.4
14.7,"F44B9.3, cit-1.2;daf-2",27.7
14.7,"Y119C1B.8, tag-332;daf-2",28.0
14.7,Y54G2A.31;daf-2,28.3
14.7,D1069.3;daf-2,28.4
14.7,C38C3.5;daf-2,28.6
14.7,R12B2.6;daf-2,29.3
14.7,W06E11.4;daf-2,29.4
14.7,"F20H11.3, mdh-1;daf-2",32.1
14.7,"Y76A2A.2, cua-1;daf-2; daf-16",9.5
14.7,F28D1.9;daf-2; daf-16,9.3
14.7,Y61A9LA.5;daf-2; daf-16,9.2
14.7,BE10.2;daf-2; daf-16,9.7
14.7,"T07D3.7, alg-2;daf-2; daf-16",9.9
14.7,"F39H11.2, tlf-1;daf-2; daf-16",9.8
14.7,F40F12.7;daf-2; daf-16,10.2
14.7,F52C6.2;daf-2; daf-16,10.4
14.7,"F41E6.4, smk-1;daf-2; daf-16",9.4
14.7,"M01E5.5, top-1;daf-2; daf-16",10.6
14.7,C14A4.9;daf-2; daf-16,9.5
14.7,C25H3.6;daf-2; daf-16,10.8
14.7,F30A10.6;daf-2; daf-16,9.4
14.7,"F20B6.8, hpk-1;daf-2; daf-16",9.2
14.7,M57.2;daf-2; daf-16,9.1
14.7,"C05D11.2, vps-16;daf-2; daf-16",9.1
14.7,"ZK270.1, ptr-23;daf-2; daf-16",9.8
14.7,C29F9.2;daf-2; daf-16,10.3
14.7,"T01C8.1, aak-2;daf-2; daf-16",9.5
14.7,C29F9.1;daf-2; daf-16,10.3
14.7,"R09B3.5, mag-1;daf-2; daf-16",9.3
14.7,"R144.4, wip-1;daf-2; daf-16",12.2
14.7,"Y17G7B.5, mcm-2;daf-2; daf-16",10.1
14.7,B0464.7;daf-2; daf-16,10.0
14.7,Y42G9A.4;daf-2; daf-16,10.1
14.7,"C29E6.1, let-653;daf-2; daf-16",9.3
14.7,B0303.9;daf-2; daf-16,9.6
14.7,"F45E1.6, his-71;daf-2; daf-16",10.0
14.7,"F41H10.7, elo-5;daf-2; daf-16",9.3
14.7,K11D12.9;daf-2; daf-16,10.2
14.7,C31H2.1;daf-2; daf-16,9.8
14.7,D2085.5;daf-2; daf-16,10.3
14.7,"F44B9.3, cit-1.2;daf-2; daf-16",9.8
14.7,"Y119C1B.8, tag-332;daf-2; daf-16",10.6
14.7,Y54G2A.31;daf-2; daf-16,10.1
14.7,D1069.3;daf-2; daf-16,10.1
14.7,C38C3.5;daf-2; daf-16,10.8
14.7,R12B2.6;daf-2; daf-16,10.6
14.7,W06E11.4;daf-2; daf-16,9.5
14.7,"F20H11.3, mdh-1;daf-2; daf-16",9.7
14.7,"Y6D11A.2, arx-4;daf-2",13.8
14.7,M05B5.2;daf-2,20.4
14.7,F43D2.1;daf-2,24.2
14.7,Y39G10AL.3;daf-2,28.8
14.7,"C35C5.1, sdc-2;daf-2",32.3
14.7,"F25D7.3, blmp-1;daf-2",32.4
14.7,"Y6D11A.2, arx-4;daf-2; daf-16",4.9
14.7,M05B5.2;daf-2; daf-16,5.5
14.7,F43D2.1;daf-2; daf-16,6.4
14.7,Y39G10AL.3;daf-2; daf-16,8.2
14.7,"C35C5.1, sdc-2;daf-2; daf-16",76.0
14.7,"F25D7.3, blmp-1;daf-2; daf-16",7.8
14.7,"T23F2.1, tag-249;daf-2",7.2
14.7,"Y80D3A.5, cyp-42A1;daf-2",8.6
14.7,F33H2.8;daf-2,8.7
14.7,"C03D6.3, cel-1;daf-2",8.9
14.7,"H04M03.4, glf-1;daf-2",10.0
14.7,"Y53C10A.12, hsf-1;daf-2",10.1
14.7,T19B10.2;daf-2,10.6
14.7,W04G3.2;daf-2,10.7
14.7,C06A5.1;daf-2,11.1
14.7,Y65B4A.3;daf-2,11.3
14.7,C26B9.3;daf-2,12.2
14.7,Y39C12A.2;daf-2,12.3
14.7,"F19B6.2, ufd-1;daf-2",12.4
14.7,C33H5.18;daf-2,12.7
14.7,"Y66H1B.4, spl-1;daf-2",13.9
14.7,"F28B12.3, vrk-1;daf-2",17.5
14.7,F30A10.10;daf-2,18.4
14.7,"W03C9.3, rab-7;daf-2",19.7
14.7,CD4.4;daf-2,20.4
14.7,C40H5.6;daf-2,20.5
14.7,"Y56A3A.1, ntl-3;daf-2",21.1
14.7,T27F7.1;daf-2,21.2
14.7,F55B12.4;daf-2,21.8
14.7,ZC250.3;daf-2,22.4
14.7,C11H1.3;daf-2,22.7
14.7,"C41G7.1, smn-1;daf-2",22.7
14.7,"C10G11.5, pnk-1;daf-2",22.7
14.7,Y77E11A.7;daf-2,22.8
14.7,Y57G11C.13;daf-2,22.9
14.7,"DY3.2, lmn-1;daf-2",23.0
14.7,"M04B2.1, mep-1;daf-2",23.2
14.7,"F40G9.11, mxl-2;daf-2",23.3
14.7,"Y57G11C.10, gdi-1;daf-2",23.3
14.7,"T01G9.4, npp-2;daf-2",23.3
14.7,"F20H11.2, nsh-1;daf-2",23.3
14.7,Y57A10A.19;daf-2,23.4
14.7,"T27C4.4, egr-1;daf-2",23.6
14.7,C01F1.1;daf-2,23.8
14.7,C07A9.2;daf-2,23.9
14.7,"ZC518.3, ccr-4;daf-2",23.9
14.7,"K12D12.2, npp-3;daf-2",24.4
14.7,"K12D12.3, col-84;daf-2",24.4
14.7,F37C4.4;daf-2,25.0
14.7,C27F2.5;daf-2,25.4
14.7,H27M09.1;daf-2,26.2
14.7,B0395.2;daf-2,27.2
14.7,Y47G6A.18;daf-2,27.3
14.7,"ZK593.7, lsm-7;daf-2",27.7
14.7,"F17C11.8, tag-318;daf-2",27.7
14.7,Y55F3AM.3;daf-2,27.8
14.7,T22B11.2;daf-2,28.8
14.7,"F32A5.1, ada-2;daf-2",28.8
14.7,"F32A5.7, lsm-4;daf-2",28.8
14.7,"Y65B4BR.4, wwp-1;daf-2",29.0
14.7,"T10F2.3, ulp-1;daf-2",29.5
14.7,M03F4.7;daf-2,30.0
14.7,"C06G1.4, ain-1;daf-2",31.1
14.7,"T23F2.1, tag-249;daf-2; daf-16",5.3
14.7,"Y80D3A.5, cyp-42A1;daf-2; daf-16",6.2
14.7,F33H2.8;daf-2; daf-16,8.1
14.7,"C03D6.3, cel-1;daf-2; daf-16",8.3
14.7,"H04M03.4, glf-1;daf-2; daf-16",6.5
14.7,"Y53C10A.12, hsf-1;daf-2; daf-16",5.4
14.7,T19B10.2;daf-2; daf-16,6.9
14.7,W04G3.2;daf-2; daf-16,6.9
14.7,C06A5.1;daf-2; daf-16,7.4
14.7,Y65B4A.3;daf-2; daf-16,6.4
