Gene(s),Wild Lifespan,Mutant Lifespan,Percent Change
daf-16,19.2,12.5,-34.896
daf-16,19.2,12.5,-34.896
daf-16,19.2,12.5,-34.896
daf-16,19.2,12.5,-34.896
daf-16,19.2,12.5,-34.896
daf-16,19.2,12.5,-34.896
daf-16,19.2,12.5,-34.896
daf-16,19.2,12.5,-34.896
daf-16,19.2,12.5,-34.896
daf-16,19.2,12.5,-34.896
isp-1,18.8,34.67,84.415
isp-1,18.26,34.27,87.678
isp-1,17.55,35.48,102.165
ced-4,18.46,17.98,-2.6
ced-4,18.7,18.54,-0.856
ced-4,17.55,18.57,5.812
egl-1,19.68,19.16,-2.642
egl-1,19.08,19.1,0.105
egl-1,19.92,18.96,-4.819
egl-1,19.24,18.6,-3.326
egl-1,19.08,19.1,0.105
egl-1,19.92,18.96,-4.819
ced-13,20.44,21.44,4.892
ced-13,22.16,21.74,-1.895
ced-13,19.5,20.34,4.308
ced-13,19.26,19.44,0.935
ced-13,20.16,19.92,-1.19
ced-13,20.22,19.37,-4.204
isp-1;ced-4,20.19,25.97,28.628
isp-1;ced-4,20.48,27.02,31.934
isp-1;ced-4,20.74,26.02,25.458
isp-1;ced-4,20.19,25.97,28.628
isp-1;ced-4,20.48,27.02,31.934
isp-1;ced-4,20.74,26.02,25.458
nuo-6;ced-4,19.48,31.34,60.883
nuo-6;ced-4,20.0,31.9,59.5
nuo-6;ced-4,19.44,31.18,60.391
nuo-6;ced-4,20.08,26.22,30.578
nuo-6;ced-4,21.08,26.4,25.237
nuo-6;ced-4,19.08,27.19,42.505
rrf3,18.88,21.7,14.936
eat-2,18.88,25.9,37.182
glp-1,18.88,23.29,23.358
clk-1,18.88,28.47,50.794
mev-1,18.88,18.09,-4.184
daf-2,13.92,36.26,160.489
daf-2,13.92,36.26,160.489
daf-2,13.92,36.26,160.489
daf-2,13.92,36.26,160.489
rrf3,13.92,15.38,10.489
rrf3,13.92,15.38,10.489
rrf3,13.92,15.38,10.489
rrf3,13.92,15.38,10.489
rrf3,13.92,15.38,10.489
daf-16,20.84,12.84,-38.388
rrf3,19.12,21.7,13.494
rrf3,19.12,21.7,13.494
rrf3,19.12,21.7,13.494
eak-3,12.56,11.84,-5.732
eak-3,25.47,24.54,-3.651
eak-3,12.7,13.7,7.874
eak-4,12.7,12.9,1.575
akt-1,12.7,13.7,7.874
akt-1,12.7,13.7,7.874
eak-6,12.7,12.9,1.575
age-1,19.21,26.89,39.979
daf-2,19.21,34.67,80.479
drp-1,15.15,15.44,1.914
age-1,15.15,26.87,77.36
daf-2,15.15,28.57,88.581
isp-1;ctb-1,15.03,24.55,63.34
clk-1,15.03,24.6,63.673
daf-16,20.8,19.0,-8.654
daf-16,19.7,17.4,-11.675
eat-2,21.9,26.3,20.091
eat-2,19.7,26.3,33.503
clk-1,21.9,24.1,10.046
daf-16,19.3,14.0,-27.461
daf-16,19.2,14.1,-26.562
daf-16,10.8,4.6,-57.407
daf-16,12.5,7.5,-40.0
daf-16,12.5,7.5,-40.0
daf-16,10.8,4.6,-57.407
daf-16,9.6,4.7,-51.042
unc-64,24.0,33.0,37.5
unc-31,24.0,35.0,45.833
pep-2,13.6,14.2,4.412
daf-16,13.6,10.4,-23.529
pep-2,13.6,14.2,4.412
daf-16,11.0,8.9,-19.091
pep-2,11.0,9.0,-18.182
pep-2,11.0,9.0,-18.182
daf-16,17.6,14.6,-17.045
daf-16,14.0,11.4,-18.571
tub-1,14.0,16.8,20.0
lin-14,14.6,18.7,28.082
lin-14,21.6,25.1,16.204
lin-14,21.6,25.1,16.204
lin-4,16.0,6.8,-57.5
lin-4,16.0,6.8,-57.5
ifta-2,16.67,23.26,39.532
ifta-2,18.96,23.02,21.414
ifta-2,18.96,22.36,17.932
gpa-1,16.7,20.4,22.156
gpa-1,16.7,20.4,22.156
gpa-11,16.7,17.5,4.79
gpa-11,16.7,16.8,0.599
gpa-11,17.5,21.1,20.571
gpa-11,17.5,22.8,30.286
gpa-11,17.5,17.0,-2.857
daf-16,17.5,15.8,-9.714
daf-16,17.5,15.8,-9.714
daf-16,17.5,15.8,-9.714
daf-16,17.5,15.8,-9.714
odr-3,18.0,19.9,10.556
gpa-11,18.0,20.9,16.111
gpa-11,18.0,20.9,16.111
gpa-11,18.0,18.5,2.778
gpa-11,18.0,18.5,2.778
daf-16,19.1,14.3,-25.131
daf-16,19.1,19.1,0.0
daf-3,16.4,15.2,-7.317
daf-3,15.4,12.9,-16.234
daf-3,18.6,13.1,-29.57
daf-3,24.8,16.6,-33.065
daf-3,19.0,15.5,-18.421
daf-3,16.6,14.4,-13.253
daf-16,16.4,12.6,-23.171
daf-16,18.9,18.0,-4.762
daf-16,16.6,16.2,-2.41
daf-16,16.6,12.1,-27.108
daf-3,16.8,16.0,-4.762
daf-3,18.9,15.5,-17.989
daf-3,16.6,14.4,-13.253
daf-3,18.9,17.4,-7.937
daf-3,16.6,16.3,-1.807
bec-1,14.9,13.8,-7.383
Ce-atg7,17.2,17.2,0.0
daf-16,19.0,17.0,-10.526
par-5,18.2,15.6,-14.286
par-5,18.2,15.6,-14.286
daf-16,18.9,14.3,-24.339
daf-16,18.9,14.3,-24.339
ife-2,18.2,22.4,23.077
ife-2,18.2,22.4,23.077
ife-2,11.6,16.0,37.931
ife-2,18.2,22.4,23.077
ife-2,18.2,22.4,23.077
ife-2,18.2,22.4,23.077
ife-2,18.2,22.4,23.077
let-363,11.6,13.4,15.517
rsks-1,18.2,19.1,4.945
rskn-1,18.2,19.8,8.791
mnk-1,18.2,13.9,-23.626
daf-16,18.4,13.2,-28.261
daf-16,20.7,19.2,-7.246
rpn-1,20.7,13.8,-33.333
rpn-3,20.7,13.2,-36.232
rpn-6,20.7,14.1,-31.884
rpn-7,20.7,13.1,-36.715
rpn-8,20.7,13.4,-35.266
rpn-9,20.7,13.7,-33.816
rpn-10,20.7,18.1,-12.56
rpn-11,20.7,13.6,-34.3
rpn-12,20.7,19.0,-8.213
rpt-1,20.7,13.2,-36.232
rpt-4,20.7,13.1,-36.715
rpt-5,20.7,12.7,-38.647
rpt-6,20.7,12.8,-38.164
pas-1,20.7,20.0,-3.382
pas-5,20.7,13.5,-34.783
pas-6,20.7,14.1,-31.884
pas-7,20.7,21.1,1.932
pbs-2,20.7,14.1,-31.884
pbs-3,20.7,14.1,-31.884
pbs-4,20.7,14.3,-30.918
pbs-5,20.7,14.5,-29.952
pbs-6,20.7,20.1,-2.899
pbs-7,20.7,13.5,-34.783
daf-16,20.7,19.2,-7.246
rpn-1,20.7,13.8,-33.333
rpn-3,20.7,13.2,-36.232
rpn-6,20.7,14.1,-31.884
rpn-7,20.7,13.1,-36.715
rpn-8,20.7,13.4,-35.266
rpn-9,20.7,13.7,-33.816
rpn-10,20.7,18.1,-12.56
rpn-11,20.7,13.6,-34.3
rpn-12,20.7,19.0,-8.213
rpt-1,20.7,13.2,-36.232
rpt-4,20.7,13.1,-36.715
rpt-5,20.7,12.7,-38.647
rpt-6,20.7,12.8,-38.164
pas-1,20.7,20.0,-3.382
pas-5,20.7,13.5,-34.783
pas-6,20.7,14.1,-31.884
pas-7,20.7,21.1,1.932
pbs-2,20.7,14.1,-31.884
pbs-3,20.7,14.1,-31.884
pbs-4,20.7,14.3,-30.918
pbs-5,20.7,14.5,-29.952
pbs-6,20.7,20.1,-2.899
pbs-7,20.7,13.5,-34.783
daf-16,18.6,16.4,-11.828
cul-1,18.6,18.6,0.0
cul-2,18.6,16.4,-11.828
cul-3,18.6,19.7,5.914
cul-4,18.6,19.7,5.914
cul-5,18.6,21.3,14.516
cul-6,18.6,19.7,5.914
daf-16,18.6,16.4,-11.828
cul-1,18.6,18.6,0.0
cul-2,18.6,16.4,-11.828
cul-3,18.6,19.7,5.914
cul-4,18.6,19.7,5.914
cul-5,18.6,21.3,14.516
cul-6,18.6,19.7,5.914
lin-23,20.7,19.1,-7.729
lin-23,20.7,17.2,-16.908
lin-23,16.3,13.0,-20.245
lin-23,16.3,13.2,-19.018
lin-23,16.2,14.7,-9.259
lin-23,16.2,13.4,-17.284
asm-3,14.8,17.1,15.541
asm-3,16.2,18.7,15.432
asm-3,19.4,21.2,9.278
asm-3,14.4,16.7,15.972
asm-3,15.7,18.1,15.287
sod-3,22.7,21.5,-5.286
sod-2,22.7,22.5,-0.881
sod-2,22.7,22.5,-0.881
sod-4,22.7,21.9,-3.524
akt-1,13.37,18.62,39.267
akt-1,13.37,18.62,39.267
daf-16,13.37,8.78,-34.331
daf-16,13.37,8.78,-34.331
hif-1,20.0,24.1,20.5
hif-1,20.0,24.1,20.5
hif-1,20.0,24.1,20.5
hif-1,20.0,24.1,20.5
sod-2,17.7,27.2,53.672
sod-3,17.7,17.1,-3.39
sod-4,17.7,19.1,7.91
sod-5,17.7,16.4,-7.345
sod-3,17.7,17.1,-3.39
sod-4,17.7,19.1,7.91
sod-5,17.7,16.4,-7.345
sod-5,17.7,16.4,-7.345
sod-1,17.7,17.3,-2.26
sod-1,17.7,17.3,-2.26
sod-2,17.7,27.2,53.672
sod-2,17.7,27.2,53.672
sod-2,17.7,27.2,53.672
sod-2,17.7,27.2,53.672
sod-2,17.7,27.2,53.672
sod-2,17.7,27.2,53.672
daf-16,13.6,10.5,-22.794
daf-2,13.6,29.0,113.235
unc-24;daf-15,13.6,16.6,22.059
rsks-1,14.0,17.1,22.143
rsks-1,14.0,17.1,22.143
eat-2,14.6,18.2,24.658
hif-1,14.0,17.8,27.143
hif-1,14.4,17.5,21.528
ifg-1,12.4,18.5,49.194
hif-1,14.9,17.8,19.463
daf-2,12.5,33.6,168.8
daf-2,12.7,34.9,174.803
daf-2;rsks-1,12.5,69.3,454.4
daf-2;rsks-1,12.7,70.0,451.181
daf-2,13.6,26.7,96.324
daf-2,12.8,28.8,125.0
rsks-1,13.6,15.2,11.765
rsks-1,12.8,14.5,13.281
daf-2,13.6,26.7,96.324
daf-2,12.8,28.8,125.0
daf-2;rsks-1,13.6,50.5,271.324
daf-2;rsks-1,12.8,50.0,290.625
daf-2,12.8,31.8,148.438
daf-2,13.0,33.7,159.231
rsks-1,12.8,14.7,14.844
rsks-1,13.0,15.2,16.923
daf-2,12.8,31.8,148.438
daf-2,13.0,33.7,159.231
daf-2;rsks-1,12.8,58.7,358.594
daf-2;rsks-1,13.0,53.4,310.769
daf-2,12.8,34.4,168.75
daf-2,13.0,33.1,154.615
rsks-1,12.8,15.1,17.969
rsks-1,13.0,15.4,18.462
daf-2,12.8,34.4,168.75
daf-2,13.0,33.1,154.615
daf-2;rsks-1,12.8,62.8,390.625
daf-2;rsks-1,13.0,61.6,373.846
daf-2,23.8,38.9,63.445
daf-2,23.8,38.9,63.445
daf-2,23.7,35.9,51.477
daf-2,23.7,35.9,51.477
glp-1,13.5,20.0,48.148
glp-1,16.5,20.0,21.212
nhr-80,19.5,15.5,-20.513
nhr-80,16.5,15.0,-9.091
glp-1,13.0,29.5,126.923
glp-1,13.0,29.0,123.077
glp-1,18.0,23.5,30.556
glp-1,18.5,24.0,29.73
glp-1,19.9,23.7,19.095
glp-1,19.9,23.7,19.095
glp-1,19.5,27.0,38.462
glp-1,19.5,27.0,38.462
glp-1,20.8,20.0,-3.846
glp-1,20.8,20.0,-3.846
glp-1,19.5,23.6,21.026
glp-1,19.5,23.6,21.026
tcer-1,18.6,19.8,6.452
tcer-1,18.6,19.8,6.452
tcer-1,18.5,19.4,4.865
tcer-1,18.5,19.4,4.865
tcer-1,18.4,21.1,14.674
tcer-1,18.4,21.1,14.674
tcer-1,16.5,20.5,24.242
tcer-1,16.5,20.5,24.242
tcer-1,21.1,22.4,6.161
tcer-1,21.1,22.4,6.161
tcer-1,16.5,20.5,24.242
tcer-1,16.5,20.5,24.242
tcer-1,21.1,22.4,6.161
tcer-1,21.1,22.4,6.161
daf-2,16.7,33.1,98.204
unc-51,21.4,22.0,2.804
atg-3,21.4,18.9,-11.682
atg-5,21.4,18.7,-12.617
bec-1,21.4,16.9,-21.028
atg-7,21.4,20.9,-2.336
lgg-1,21.4,20.3,-5.14
lgg-2,21.4,23.2,8.411
atg-9,21.4,21.4,0.0
atg-10,21.4,22.3,4.206
lgg-3,21.4,22.5,5.14
atg-18,21.4,12.1,-43.458
unc-51,21.9,24.0,9.589
atg-3,21.9,22.8,4.11
atg-5,21.9,23.4,6.849
bec-1,21.9,23.7,8.219
atg-7,21.9,23.9,9.132
lgg-1,21.9,20.5,-6.393
lgg-2,21.9,23.5,7.306
atg-9,21.9,25.5,16.438
atg-10,21.9,22.4,2.283
lgg-3,21.9,24.7,12.785
atg-18,21.9,17.6,-19.635
nhr-62,20.96,18.89,-9.876
nhr-62,20.96,18.89,-9.876
nhr-62,20.96,18.89,-9.876
nhr-62,15.72,17.59,11.896
daf-2,14.58,33.95,132.853
cco-1,14.58,26.95,84.842
daf-2,16.49,57.73,250.091
cco-1,16.49,29.09,76.41
let-363,14.92,19.14,28.284
let-363,15.92,17.97,12.877
xbp-1,14.9,14.8,-0.671
ire-1,14.9,10.9,-26.846
ire-1,19.5,13.7,-29.744
xbp-1,21.4,17.9,-16.355
xbp-1,21.4,17.9,-16.355
xbp-1,16.5,16.2,-1.818
ire-1,16.5,13.2,-20.0
xbp-1,17.5,16.7,-4.571
ire-1,17.5,10.9,-37.714
xbp-1,17.5,16.7,-4.571
ire-1,17.5,10.9,-37.714
xbp-1,21.4,17.9,-16.355
xbp-1,14.9,15.8,6.04
ire-1,14.9,11.3,-24.161
xbp-1,18.6,15.6,-16.129
ire-1,18.6,16.0,-13.978
xbp-1,20.1,15.4,-23.383
ire-1,20.1,16.6,-17.413
xbp-1,20.2,18.2,-9.901
ire-1,20.2,17.4,-13.861
xbp-1,20.2,18.2,-9.901
ire-1,20.2,17.4,-13.861
atf-6,19.8,18.5,-6.566
atf-6,20.4,15.7,-23.039
atf-6,20.4,15.7,-23.039
pek-1,16.4,21.8,32.927
pek-1,19.6,19.6,0.0
pek-1,19.6,19.6,0.0
pek-1,18.2,20.1,10.44
pek-1,20.4,15.9,-22.059
pek-1,20.4,15.9,-22.059
abu-11,20.4,16.4,-19.608
abu-11,20.4,16.4,-19.608
abu-11,19.8,18.1,-8.586
abu-11,19.8,18.1,-8.586
daf-16,16.1,10.0,-37.888
dox-1,16.1,12.3,-23.602
xbp-1,16.1,10.9,-32.298
daf-16,14.7,10.3,-29.932
dox-1,14.7,11.0,-25.17
xbp-1,14.7,10.1,-31.293
dox-1,17.5,14.6,-16.571
dox-1,16.2,15.5,-4.321
dox-1,19.1,15.7,-17.801
dox-1,18.1,15.8,-12.707
ire-1,14.9,11.3,-24.161
ire-1,14.9,11.3,-24.161
ire-1,17.5,10.9,-37.714
ire-1,18.6,16.0,-13.978
ire-1,20.2,17.4,-13.861
ire-1,20.1,16.6,-17.413
ire-1,21.4,13.9,-35.047
ire-1,17.5,10.9,-37.714
ire-1,18.6,16.0,-13.978
ire-1,20.1,16.6,-17.413
skn-1,20.44,15.6,-23.679
skn-1,20.44,17.67,-13.552
skn-1,20.44,17.7,-13.405
skn-1,20.44,15.6,-23.679
skn-1,20.44,17.67,-13.552
skn-1,20.44,17.7,-13.405
utx-1,16.33,19.06,16.718
utx-1,16.16,19.18,18.688
utx-1,16.33,19.06,16.718
utx-1,16.16,19.18,18.688
utx-1,16.24,19.07,17.426
utx-1,16.33,19.06,16.718
utx-1,16.16,19.18,18.688
utx-1,16.24,19.07,17.426
utx-1,16.33,19.06,16.718
utx-1,16.16,19.18,18.688
utx-1,16.33,19.06,16.718
utx-1,16.16,19.18,18.688
utx-1,16.33,19.06,16.718
utx-1,16.16,19.18,18.688
utx-1,16.24,19.07,17.426
utx-1,10.95,18.93,72.877
utx-1,10.95,18.93,72.877
utx-1,10.95,18.93,72.877
utx-1,10.95,16.2,47.945
utx-1,10.95,16.2,47.945
utx-1,10.95,16.2,47.945
ash-2,10.95,20.76,89.589
ash-2,10.95,20.76,89.589
ash-2,10.95,20.76,89.589
skn-1,26.5,19.7,-25.66
skn-1,22.1,17.1,-22.624
skn-1,21.5,14.2,-33.953
skn-1,29.2,16.4,-43.836
skn-1,24.9,18.7,-24.9
skn-1,26.6,16.2,-39.098
skn-1,26.7,18.4,-31.086
skn-1,22.3,19.4,-13.004
skn-1,22.3,17.8,-20.179
skn-1,19.8,14.4,-27.273
skn-1,25.7,17.7,-31.128
skn-1,23.7,15.3,-35.443
skn-1,22.1,17.5,-20.814
skn-1,27.0,17.9,-33.704
skn-1,23.9,13.9,-41.841
skn-1,25.4,15.9,-37.402
skn-1,23.6,15.8,-33.051
skn-1,23.3,18.6,-20.172
skn-1,23.3,18.6,-20.172
skn-1,24.5,19.3,-21.224
daf-2,24.5,47.8,95.102
daf-2,24.5,47.8,95.102
skn-1,22.9,16.7,-27.074
daf-2,22.9,38.9,69.869
daf-2,22.9,38.9,69.869
cyp-35A2,11.5,10.1,-12.174
akt-1,14.1,24.0,70.213
daf-16,14.7,12.1,-17.687
hsf-1,14.7,10.8,-26.531
akt-1,14.7,26.5,80.272
akt-2,14.7,21.8,48.299
sgk-1,14.7,9.4,-36.054
sgk-1,14.7,9.4,-36.054
glp-1,15.8,27.6,74.684
glp-1,18.3,27.6,50.82
eak-3,15.3,15.8,3.268
eak-3,18.3,16.4,-10.383
akt-2,15.0,19.1,27.333
sgk-1,15.0,10.2,-32.0
sgk-1,15.0,10.2,-32.0
akt-2,15.0,19.1,27.333
daf-16,14.0,10.5,-25.0
smk-1,13.2,11.6,-12.121
sdf-9,14.6,16.2,10.959
sdf-9,18.6,15.8,-15.054
eak-6,15.3,15.9,3.922
eak-6,16.5,16.9,2.424
rle-1,14.7,14.2,-3.401
rle-1,14.9,12.0,-19.463
aak-2,20.0,17.6,-12.0
aak-2,20.0,17.6,-12.0
aak-2,20.0,17.6,-12.0
aak-2,20.0,17.6,-12.0
par-4,19.4,18.0,-7.216
par-5,20.0,17.0,-15.0
ftt-2,20.0,17.0,-15.0
par-5,20.0,17.0,-15.0
ftt-2,20.0,17.0,-15.0
par-5,20.0,17.0,-15.0
ftt-2,20.0,17.0,-15.0
par-5,20.0,17.0,-15.0
ftt-2,20.0,17.0,-15.0
elt-1,14.6,8.9,-39.041
elt-2,14.6,10.0,-31.507
elt-3,14.6,15.2,4.11
elt-5,14.6,11.9,-18.493
elt-6,14.6,11.7,-19.863
end-1,14.6,14.4,-1.37
med-1,14.6,14.4,-1.37
elt-1,14.6,11.6,-20.548
elt-2,14.6,8.7,-40.411
elt-3,14.6,12.8,-12.329
elt-5,14.6,12.9,-11.644
elt-6,14.6,13.4,-8.219
end-1,14.6,13.7,-6.164
end-3,14.6,13.6,-6.849
med-1,14.6,13.3,-8.904
elt-1,13.3,12.0,-9.774
elt-2,13.3,12.0,-9.774
elt-3,13.3,12.4,-6.767
elt-5,13.3,13.2,-0.752
elt-6,13.3,14.3,7.519
end-1,13.3,13.0,-2.256
end-3,13.3,18.1,36.09
med-1,13.3,16.9,27.068
egl-27,16.1,16.4,1.863
egr-1,16.1,16.9,4.969
egl-27,15.5,15.7,1.29
egr-1,15.5,17.9,15.484
elt-3,18.1,15.1,-16.575
daf-2,14.2,24.5,72.535
elt-3,12.5,12.7,1.6
elt-3,12.3,12.1,-1.626
col-144,15.5,14.3,-7.742
ugt-9,15.5,15.7,1.29
col-144,14.0,14.1,0.714
ugt-9,14.0,13.3,-5.0
pha-4,18.7,16.7,-10.695
pha-4,18.7,15.6,-16.578
pha-4,18.7,16.3,-12.834
daf-16,18.1,17.2,-4.972
daf-16,19.4,18.6,-4.124
ubc-18,18.7,18.9,1.07
ubc-18,18.6,18.3,-1.613
mekk-3,18.74,26.57,41.782
mekk-3,16.87,26.82,58.98
mekk-3,16.36,26.27,60.575
mekk-3,17.04,28.94,69.836
mekk-3,16.87,26.82,58.98
mekk-3,18.99,31.4,65.35
mekk-3,18.99,31.4,65.35
mekk-3,18.99,31.4,65.35
mekk-3,18.99,31.4,65.35
mekk-3,18.99,31.4,65.35
mekk-3,16.24,30.84,89.901
mekk-3,19.02,27.48,44.479
mekk-3,19.02,27.48,44.479
mekk-3,16.24,30.84,89.901
mekk-3,16.65,27.94,67.808
mekk-3,16.24,30.84,89.901
mekk-3,19.02,27.48,44.479
mekk-3,16.24,30.84,89.901
mekk-3,19.02,27.48,44.479
mekk-3,16.56,30.38,83.454
mekk-3,16.56,30.38,83.454
mekk-3,16.41,23.97,46.069
mekk-3,16.56,30.38,83.454
mekk-3,18.21,27.9,53.213
mekk-3,17.48,27.98,60.069
mekk-3,17.49,30.29,73.185
mekk-3,17.48,27.98,60.069
mekk-3,17.49,30.29,73.185
mekk-3,17.48,27.98,60.069
mekk-3,17.49,30.29,73.185
mekk-3,17.48,27.98,60.069
mekk-3,17.49,30.29,73.185
mekk-3,17.48,27.98,60.069
mekk-3,17.49,30.29,73.185
mekk-3,17.48,27.98,60.069
mekk-3,17.49,30.29,73.185
mekk-3,17.48,27.98,60.069
mekk-3,17.49,30.29,73.185
mekk-3,19.69,35.89,82.275
mekk-3,18.25,42.29,131.726
nhr-49,17.48,16.8,-3.89
nhr-49,18.28,16.95,-7.276
nhr-8,18.37,14.44,-21.394
nhr-8,17.59,13.89,-21.035
mekk-3,19.02,27.48,44.479
mekk-3,16.24,30.84,89.901
mekk-3,16.56,30.38,83.454
mekk-3,16.24,30.84,89.901
mekk-3,19.6,30.44,55.306
mekk-3,18.28,30.54,67.068
mekk-3,20.91,31.95,52.798
mekk-3,19.6,30.33,54.745
mekk-3,20.91,31.95,52.798
mekk-3,19.6,30.33,54.745
mekk-3,12.76,17.68,38.558
mekk-3,11.91,17.08,43.409
mekk-3,18.76,26.19,39.606
mekk-3,18.74,26.57,41.782
mekk-3,20.34,27.01,32.793
mekk-3,20.49,26.88,31.186
daf-16,16.6,13.3,-19.88
sgk-1,20.3,21.9,7.882
sgk-1,18.7,19.8,5.882
ddl-1,16.5,18.4,11.515
ddl-2,18.0,20.2,12.222
ddl-2,17.2,19.9,15.698
hsf-1,18.5,11.2,-39.459
hsf-1,18.8,10.4,-44.681
ddl-1,19.0,23.4,23.158
ddl-1,18.2,24.1,32.418
ddl-2,19.5,24.0,23.077
ddl-2,17.1,21.8,27.485
ddl-2,16.8,23.5,39.881
let-363,13.05,15.51,18.851
let-363;daf-15,15.97,20.9,30.87
let-363;daf-15,14.04,21.22,51.14
rsks-1,18.56,25.33,36.476
rsks-1,19.02,22.77,19.716
rab-10,17.22,23.9,38.792
rab-10,16.56,20.0,20.773
sams-1,17.22,24.55,42.567
sams-1,16.56,21.73,31.22
ddr-2,16.49,20.43,23.893
ddr-2,14.04,17.34,23.504
ddr-2,17.41,21.17,21.597
ddr-2,18.44,20.44,10.846
ddr-2,18.76,22.15,18.07
ddr-2,21.68,25.2,16.236
ddr-2,21.68,25.2,16.236
daf-16,12.0,13.0,8.333
daf-18,12.0,10.0,-16.667
daf-18,12.0,10.0,-16.667
daf-2,14.0,35.0,150.0
daf-2,25.0,43.0,72.0
gcy-35,13.76,16.9,22.82
gcy-35,13.32,16.1,20.871
gcy-35,12.57,12.2,-2.944
gcy-35,16.34,13.5,-17.381
gcy-35,15.36,15.8,2.865
gcy-35,15.43,14.2,-7.971
gcy-33,13.76,16.1,17.006
gcy-33,13.32,15.4,15.616
gcy-33,12.57,16.1,28.083
gcy-33,16.34,14.5,-11.261
gcy-33,15.36,14.9,-2.995
gcy-33,13.76,16.1,17.006
gcy-33,13.32,15.4,15.616
gcy-33,12.57,16.1,28.083
gcy-35,10.36,10.57,2.027
gcy-35,11.54,10.85,-5.979
gcy-35,12.38,12.5,0.969
gcy-35,14.73,13.08,-11.202
gcy-35,13.53,12.97,-4.139
gcy-35,14.15,13.08,-7.562
daf-16,13.85,12.2,-11.913
daf-16,13.51,10.06,-25.537
daf-16,13.26,10.18,-23.228
daf-16,13.85,12.2,-11.913
daf-16,13.51,10.06,-25.537
daf-16,13.26,10.18,-23.228
npr-1,13.85,15.18,9.603
npr-1,13.51,16.48,21.984
npr-1,13.26,15.0,13.122
gcy-35;npr-1,13.85,18.69,34.946
gcy-35;npr-1,13.51,18.65,38.046
gcy-35;npr-1,13.26,18.81,41.855
hif-1,14.69,15.48,5.378
hif-1,14.21,17.18,20.901
hif-1,13.27,14.54,9.57
hif-1,14.69,15.48,5.378
hif-1,14.21,17.18,20.901
hif-1,13.27,14.54,9.57
egl-9,13.48,15.51,15.059
egl-9,15.41,16.75,8.696
egl-9,14.03,17.14,22.167
egl-9,13.48,15.51,15.059
egl-9,15.41,16.75,8.696
egl-9,14.03,17.14,22.167
egl-27,31.0,28.0,-9.677
daf-2,14.7,26.0,76.871
age-1,14.7,20.7,40.816
daf-16,17.5,16.6,-5.143
akt-2,14.7,14.2,-3.401
sgk-1,14.7,24.0,63.265
sgk-1,14.7,24.0,63.265
daf-16,18.7,16.0,-14.439
daf-16,18.7,16.0,-14.439
daf-16,22.8,19.4,-14.912
pkc-2,19.8,27.1,36.869
pkc-2,19.8,25.0,26.263
pkc-2,19.9,23.4,17.588
pkc-2,19.9,22.7,14.07
trpa-1,19.6,25.2,28.571
pkc-2,19.6,25.9,32.143
trpa-1,19.7,25.1,27.411
pkc-2,19.7,26.4,34.01
daf-16,20.4,17.5,-14.216
daf-16,19.8,13.6,-31.313
trpa-1,15.35,22.85,48.86
trpa-1,15.35,23.92,55.831
trpa-1,19.65,22.41,14.046
pkc-2,18.66,25.33,35.745
pkc-2,27.18,22.81,-16.078
pkc-2,20.0,17.5,-12.5
pkc-2,14.37,13.95,-2.923
trpa-1,20.66,24.66,19.361
trpa-1,18.18,24.54,34.983
sgk-1,20.55,25.27,22.968
sgk-1,20.55,25.27,22.968
trpa-1,21.09,18.54,-12.091
trpa-1,21.09,24.36,15.505
skn-1,10.2,13.0,27.451
daf-16,10.2,11.9,16.667
daf-16,21.4,19.5,-8.879
daf-2,10.2,25.8,152.941
vang-1,12.8,14.9,16.406
daf-16,17.3,12.7,-26.59
daf-2,17.3,29.1,68.208
daf-16,17.3,12.7,-26.59
daf-3,20.9,22.3,6.699
daf-16,23.9,20.4,-14.644
daf-12,22.8,22.8,0.0
daf-2; dpy-20,12.6,27.9,121.429
daf-16; dpy-20,12.6,10.9,-13.492
daf-16,13.5,15.0,11.111
daf-16,13.5,15.0,11.111
mxl-2,14.8,14.2,-4.054
mxl-2,20.0,14.2,-29.0
pha,17.85,12.85,-28.011
pha,17.85,12.85,-28.011
mxl-2,20.0,19.13,-4.35
mml-1,20.0,15.8,-21.0
mxl-2,20.0,12.8,-36.0
mxl-1,20.0,24.4,22.0
ttr-5,12.67,14.46,14.128
epc-1,12.67,15.24,20.284
pod-1,12.67,18.38,45.067
acs-5,12.67,19.24,51.855
daf-2,12.67,17.36,37.017
ral-1,12.67,15.03,18.627
pat-4,12.67,15.67,23.678
Y66A7A1,12.67,15.83,24.941
grl-19,11.73,14.86,26.684
asm-3,11.73,17.8,51.748
cutl-28,11.73,15.05,28.303
aat-2,11.73,15.35,30.861
inx-8,11.73,13.92,18.67
inx-9,11.73,14.19,20.972
spe-26,11.73,15.57,32.737
amt-2,11.73,14.3,21.91
set-26,11.73,14.05,19.778
elt-6,11.73,15.77,34.442
tes-1,11.73,18.76,59.932
mrlp-1,11.73,17.05,45.354
acdh-13,11.73,18.4,56.863
rps-23,11.73,26.46,125.575
qars-1,11.73,16.35,39.386
ogdh-1,11.73,21.05,79.454
tkt-1,11.73,14.62,24.638
mars-1,11.73,14.4,22.762
scl-8,11.73,13.89,18.414
dld-1,11.73,18.9,61.125
tor,17.1,21.8,27.485
tor,18.7,24.8,32.62
tor,21.6,26.0,20.37
glp-1,14.4,17.7,22.917
glp-1,16.0,19.8,23.75
glp-1,19.2,34.7,80.729
