Gene(s),Wild Lifespan,Mutant Lifespan,Percent Change
akt-2;utx-1,16.16,21.77,34.715
sgk-1;utx-1,16.33,20.63,26.332
sgk-1;utx-1,16.16,21.29,31.745
rrf-1;utx-1,16.33,18.19,11.39
glp-1;utx-1,16.33,19.15,17.269
glp-1;utx-1,16.16,18.17,12.438
glp-1;utx-1,16.24,18.56,14.286
rrf-1;utx-1,10.95,11.63,6.21
rrf-1;utx-1,10.95,12.82,17.078
rrf-1;utx-1,10.95,12.7,15.982
rrf-1;utx-1,10.95,12.25,11.872
rrf-1;utx-1,10.95,11.7,6.849
rrf-1;utx-1,10.95,10.62,-3.014
rrf-1;ash-2,10.95,14.04,28.219
rrf-1;ash-2,10.95,15.3,39.726
rrf-1;ash-2,10.95,14.57,33.059
daf-2;daf-16,18.5,16.4,-11.351
daf-2;daf-16,18.5,20.8,12.432
daf-2;daf-16,18.5,19.9,7.568
daf-2;skn-1,26.5,18.5,-30.189
daf-2;skn-1,22.1,17.7,-19.91
daf-2;skn-1,21.5,15.3,-28.837
daf-2;skn-1,29.2,18.1,-38.014
daf-2;skn-1,24.9,20.3,-18.474
daf-2;skn-1,26.6,17.5,-34.211
daf-2;skn-1,26.7,18.5,-30.712
daf-2;skn-1,22.3,20.6,-7.623
daf-2;skn-1,22.3,19.0,-14.798
daf-2;skn-1,19.8,29.4,48.485
daf-2;skn-1,25.7,17.1,-33.463
daf-2;skn-1,23.7,33.8,42.616
daf-2;skn-1,22.1,16.7,-24.434
daf-2;skn-1,27.0,21.3,-21.111
daf-2;skn-1,23.9,30.1,25.941
daf-2;skn-1,25.4,16.6,-34.646
daf-2;skn-1,23.6,17.1,-27.542
daf-16;daf-2;skn-1,23.3,16.5,-29.185
daf-2;skn-1,23.3,38.9,66.953
daf-2;skn-1,24.5,20.3,-17.143
daf-2;daf-2,24.5,71.7,192.653
daf-2;skn-1;daf-2,24.5,19.3,-21.224
daf-2;skn-1,22.9,16.6,-27.511
daf-2;daf-2,22.9,54.8,139.301
daf-2;skn-1;daf-2,22.9,25.9,13.1
fat-5;cyp-35A2,11.5,15.9,38.261
eak-7;akt-1,14.1,25.5,80.851
eak-7;daf-16,14.7,11.1,-24.49
eak-7;hsf-1,14.7,11.1,-24.49
eak-7;akt-1,14.7,28.3,92.517
eak-7;akt-2,14.7,25.7,74.83
eak-7;sgk-1,14.7,10.6,-27.891
akt-1;sgk-1,14.7,11.0,-25.17
eak-7;glp-1,15.8,49.7,214.557
eak-7;glp-1,18.3,40.4,120.765
eak-7;eak-3,15.3,21.8,42.484
eak-7;eak-3,18.3,19.8,8.197
eak-7;akt-2,15.0,24.3,62.0
eak-7;sgk-1,15.0,12.9,-14.0
akt-1;sgk-1,15.0,14.2,-5.333
akt-1;akt-2,15.0,48.1,220.667
eak-7;daf-16,14.0,11.1,-20.714
eak-7;smk-1,13.2,14.5,9.848
eak-7;sdf-9,14.6,21.1,44.521
eak-7;sdf-9,18.6,21.7,16.667
eak-7;eak-6,15.3,22.5,47.059
eak-7;eak-6,16.5,22.6,36.97
eak-7;rle-1,14.7,15.1,2.721
eak-7;rle-1,14.9,13.1,-12.081
daf-2;aak-2,20.0,17.2,-14.0
daf-2;aak-2,20.0,25.1,25.5
daf-2;aak-2,20.0,29.4,47.0
daf-16;aak-2,20.0,14.6,-27.0
daf-2;par-4,19.4,24.7,27.32
daf-16;par-5,20.0,14.0,-30.0
daf-16;ftt-2,20.0,14.0,-30.0
daf-2;par-5,20.0,38.0,90.0
daf-2;ftt-2,20.0,38.0,90.0
daf-2;daf-16,20.0,18.0,-10.0
daf-2;elt-1,14.6,32.5,122.603
daf-2;elt-2,14.6,15.0,2.74
daf-2;elt-3,14.6,17.5,19.863
daf-2;elt-5,14.6,13.8,-5.479
daf-2;elt-6,14.6,21.5,47.26
daf-2;end-1,14.6,27.0,84.932
daf-2;med-1,14.6,22.2,52.055
daf-2;elt-1,14.6,25.7,76.027
daf-2;elt-2,14.6,18.3,25.342
daf-2;elt-3,14.6,14.7,0.685
daf-2;elt-5,14.6,7.1,-51.37
daf-2;elt-6,14.6,23.5,60.959
daf-2;end-1,14.6,15.5,6.164
daf-2;end-3,14.6,23.1,58.219
daf-2;med-1,14.6,30.5,108.904
daf-2;elt-1,13.3,30.7,130.827
daf-2;elt-2,13.3,20.1,51.128
daf-2;elt-3,13.3,24.0,80.451
daf-2;elt-5,13.3,5.2,-60.902
daf-2;elt-6,13.3,30.7,130.827
daf-2;end-1,13.3,27.0,103.008
daf-2;end-3,13.3,30.6,130.075
daf-2;med-1,13.3,35.0,163.158
daf-2;egl-27,16.1,16.4,1.863
daf-2;egr-1,16.1,20.1,24.845
daf-2;egl-27,15.5,24.6,58.71
daf-2;egr-1,15.5,22.0,41.935
daf-2;elt-3,18.1,20.0,10.497
elt-3;daf-2,14.2,22.7,59.859
eat-2;elt-3,12.5,11.8,-5.6
eat-2;elt-3,12.3,11.8,-4.065
daf-2;col-144,15.5,24.8,60.0
daf-2;ugt-9,15.5,31.2,101.29
daf-2;col-144,14.0,32.3,130.714
daf-2;ugt-9,14.0,33.5,139.286
eat-2;wwp-1,17.2,17.1,-0.581
wwp-1;pha-4,18.7,17.5,-6.417
wwp-1;pha-4,18.7,16.4,-12.299
wwp-1;pha-4,18.7,17.1,-8.556
wwp-1;daf-16,18.1,21.0,16.022
wwp-1;daf-16,19.4,21.1,8.763
isp-1;wwp-1,18.4,28.1,52.717
eat-2;wwp-1,18.8,17.9,-4.787
eat-2;wwp-1,18.8,17.0,-9.574
eat-2;ubc-18,21.7,20.5,-5.53
eat-2;ubc-18,21.7,21.1,-2.765
isp-1;ubc-18,21.7,31.0,42.857
wwp-1;ubc-18,18.7,19.1,2.139
wwp-1;ubc-18,18.6,17.9,-3.763
daf-2;mekk-3,18.74,60.42,222.412
daf-2;mekk-3,16.87,58.27,245.406
daf-16;mekk-3,16.36,24.06,47.066
daf-16;pdk-1,16.36,13.07,-20.11
daf-16;mekk-3,17.04,21.84,28.169
daf-3;mekk-3,16.87,25.65,52.045
daf-3;mekk-3,18.99,26.2,37.967
daf-5;mekk-3,18.99,27.0,42.18
daf-5;mekk-3,18.99,27.24,43.444
daf-2;daf-3;mekk-3,18.99,73.85,288.889
daf-2;daf-3;mekk-3,18.99,74.16,290.521
eat-2;mekk-3,16.24,27.35,68.411
eat-2;mekk-3,19.02,29.99,57.676
eat-2;mekk-3,19.02,21.66,13.88
eat-2;mekk-3,16.24,26.91,65.702
eat-2;mekk-3,16.65,25.64,53.994
eat-2;mekk-3,16.24,28.02,72.537
mev-1;mekk-3,19.02,15.06,-20.82
mev-1;mekk-3,16.24,20.41,25.677
gas-1;mekk-3,19.02,29.74,56.362
gas-1;mekk-3,16.56,33.3,101.087
clk-1;mekk-3,16.56,34.24,106.763
clk-1;mekk-3,16.41,24.56,49.665
skn-1;mekk-3,16.56,26.39,59.36
skn-1;mekk-3,18.21,26.03,42.943
nhr-49;mekk-3,17.48,15.49,-11.384
nhr-49;mekk-3,17.49,25.12,43.625
nhr-8;mekk-3,17.48,12.71,-27.288
nhr-8;mekk-3,17.49,17.3,-1.086
aha-1;mekk-3,17.48,12.89,-26.259
aha-1;mekk-3,17.49,13.28,-24.071
ahr-1;mekk-3,17.48,14.92,-14.645
ahr-1;mekk-3,17.49,19.24,10.006
ahr-1;mekk-3,17.48,20.96,19.908
ahr-1;mekk-3,17.49,15.33,-12.35
pgp-3;mekk-3,17.48,18.63,6.579
pgp-3;mekk-3,17.49,20.21,15.552
pgp-3;mekk-3,17.48,19.67,12.529
pgp-3;mekk-3,17.49,19.27,10.177
hsf-1;mekk-3,19.69,31.78,61.402
hsf-1;mekk-3,18.25,35.53,94.685
eat-2;nhr-49,17.48,12.55,-28.204
eat-2;nhr-49,18.28,13.84,-24.289
eat-2;nhr-8,18.37,22.52,22.591
eat-2;nhr-8,17.59,23.04,30.984
rde-1;mekk-3,19.02,20.96,10.2
rde-1;mekk-3,16.24,17.64,8.621
rde-1;mekk-3,16.56,20.96,26.57
rde-1;mekk-3,16.24,17.64,8.621
rde-1;mekk-3,19.6,20.96,6.939
rde-1;mekk-3,18.28,17.64,-3.501
nhr-49;mekk-3,20.91,13.67,-34.625
nhr-49;mekk-3,19.6,14.7,-25.0
daf-22;mekk-3,20.91,20.59,-1.53
daf-22;mekk-3,19.6,18.56,-5.306
daf-2;mekk-3,12.76,44.41,248.041
daf-2;mekk-3,11.91,43.82,267.926
daf-2;mekk-3,18.76,40.43,115.512
daf-2;mekk-3,18.74,39.09,108.591
glp-1;mekk-3,20.34,25.65,26.106
glp-1;mekk-3,20.49,23.65,15.422
sgk-1;daf-16,25.1,17.6,-29.88
akt-1;daf-16,25.1,15.3,-39.044
sgk-1;daf-16,20.7,13.1,-36.715
akt-1;daf-16,20.7,13.5,-34.783
sgk-1;daf-16,16.6,13.3,-19.88
akt-1;sgk-1,20.3,24.5,20.69
hcf-1;sgk-1,18.7,22.0,17.647
hcf-1;sgk-1,18.7,11.2,-40.107
hcf-1;sgk-1,18.7,11.5,-38.503
hsf-1;ddl-1,16.5,13.2,-20.0
hsf-1;ddl-2,18.0,15.4,-14.444
hsf-1;ddl-2,17.2,13.1,-23.837
hsb -1;hsf-1,18.5,11.2,-39.459
hsb -1;hsf-1,18.8,10.8,-42.553
hsb -1;ddl-1,19.0,28.1,47.895
hsb -1;ddl-1,18.2,29.2,60.44
hsb -1;ddl-2,19.5,29.2,49.744
hsb -1;ddl-2,17.1,27.9,63.158
ddl-1;ddl-2,16.8,24.0,42.857
ddr-2;let-363,13.05,11.42,-12.49
ddr-2;let-363;daf-15,15.97,16.57,3.757
ddr-2;let-363;daf-15,14.04,14.23,1.353
ddr-2;rsks-1,18.56,25.15,35.506
ddr-2;rsks-1,19.02,24.09,26.656
ddr-2;rab-10,17.22,18.39,6.794
ddr-2;rab-10,16.56,18.75,13.225
ddr-2;sams-1,17.22,19.08,10.801
ddr-2;sams-1,16.56,17.51,5.737
pha-4;ddr-2,16.49,17.68,7.216
pha-4;ddr-2,14.04,19.2,36.752
sams-1;ddr-2,17.41,20.58,18.208
sams-1;ddr-2,18.44,20.33,10.249
rab-10;ddr-2,18.76,20.86,11.194
rab-10;ddr-2,21.68,20.37,-6.042
sams-1;ddr-2,21.68,20.8,-4.059
age-1;fer-15;daf-16,12.0,13.0,8.333
daf-2;daf-18,12.0,13.0,8.333
daf-2;daf-18,19.0,16.0,-15.789
age-1;fer-15;daf-18,12.0,12.0,0.0
daf-2;daf-20,19.0,50.0,163.158
age-1;fer-15;daf-2,14.0,29.0,107.143
age-1;fer-15;daf-2,25.0,49.0,96.0
npr-1;gcy-35,14.69,20.24,37.781
npr-1;gcy-35,14.31,23.61,64.99
npr-1;gcy-35,14.89,22.54,51.377
npr-1;gcy-35,14.39,20.06,39.402
gcy-35;npr-1;tax-4,14.69,15.65,6.535
gcy-35;npr-1;tax-4,14.31,13.26,-7.338
gcy-35;npr-1;tax-4,14.89,13.88,-6.783
gcy-35;npr-1;tax-4,14.39,15.0,4.239
npr-1;gcy-35,13.73,21.21,54.479
npr-1;gcy-35,13.44,19.55,45.461
npr-1;gcy-35,14.43,18.03,24.948
npr-1;gcy-35,13.44,17.95,33.557
npr-1;gcy-35,13.73,17.86,30.08
npr-1;gcy-35,13.76,19.26,39.971
npr-1;gcy-35,13.32,18.43,38.363
npr-1;gcy-35,12.57,22.46,78.679
npr-1;gcy-35,16.34,22.46,37.454
npr-1;gcy-35,15.36,18.43,19.987
npr-1;gcy-35,15.43,19.26,24.822
npr-1;gcy-33,13.76,12.73,-7.485
npr-1;gcy-33,13.32,14.47,8.634
npr-1;gcy-33,12.57,13.89,10.501
npr-1;gcy-33,16.34,13.12,-19.706
npr-1;gcy-33,15.36,10.4,-32.292
gcy-35;npr-1;gcy-33,13.76,10.06,-26.89
gcy-35;npr-1;gcy-33,13.32,11.55,-13.288
gcy-35;npr-1;gcy-33,12.57,10.59,-15.752
npr-1;gcy-35,10.36,15.79,52.413
npr-1;gcy-35,11.54,14.0,21.317
npr-1;gcy-35,12.38,15.38,24.233
npr-1;gcy-35,14.73,14.69,-0.272
npr-1;gcy-35,13.53,14.69,8.574
npr-1;gcy-35,14.15,14.95,5.654
npr-1;gcy-35,19.74,20.53,4.002
npr-1;gcy-35,20.49,22.45,9.566
npr-1;gcy-35,21.8,21.67,-0.596
npr-1;gcy-35,17.53,20.73,18.254
npr-1;gcy-35,18.19,20.52,12.809
npr-1;gcy-35,20.73,17.6,-15.099
npr-1;gcy-35,13.85,18.69,34.946
npr-1;gcy-35,13.51,18.65,38.046
npr-1;gcy-35,13.26,18.81,41.855
gcy-35;npr-1;daf-16,13.85,15.05,8.664
gcy-35;npr-1;daf-16,13.51,15.24,12.805
gcy-35;npr-1;daf-16,13.26,14.48,9.201
npr-1;daf-16,13.85,16.03,15.74
npr-1;daf-16,13.51,13.86,2.591
npr-1;daf-16,13.26,14.0,5.581
daf-16;npr-1;gcy-35,13.85,15.05,8.664
daf-16;npr-1;gcy-35,13.51,15.24,12.805
daf-16;npr-1;gcy-35,13.26,14.48,9.201
daf-2;npr-1,13.85,31.74,129.17
daf-2;npr-1,13.51,33.86,150.629
daf-2;npr-1,13.26,25.06,88.989
daf-2;gcy-35;npr-1,13.85,34.29,147.581
daf-2;gcy-35;npr-1,13.51,28.43,110.437
daf-2;gcy-35;npr-1,13.26,21.5,62.142
npr-1;gcy-35,14.69,22.13,50.647
npr-1;gcy-35,15.41,23.08,49.773
npr-1;gcy-35,14.03,21.97,56.593
npr-1;gcy-35,13.67,20.59,50.622
npr-1;gcy-35,13.48,22.1,63.947
npr-1;hif-1,14.69,12.23,-16.746
npr-1;hif-1,14.21,11.0,-22.59
npr-1;hif-1,13.27,10.28,-22.532
gcy-35;npr-1;hif-1,14.69,12.03,-18.108
gcy-35;npr-1;hif-1,14.21,11.74,-17.382
gcy-35;npr-1;hif-1,13.27,10.0,-24.642
npr-1;egl-9,13.48,10.85,-19.51
npr-1;egl-9,15.41,10.95,-28.942
npr-1;egl-9,14.03,9.84,-29.865
gcy-35;npr-1;egl-9,13.48,21.74,61.276
gcy-35;npr-1;egl-9,15.41,23.16,50.292
gcy-35;npr-1;egl-9,14.03,17.81,26.942
daf-2;daf-16,31.0,25.0,-19.355
daf-2;egl-27,31.0,31.0,0.0
sgk-1;daf-2,14.7,36.0,144.898
sgk-1;age-1,14.7,30.0,104.082
sgk-1;daf-16,17.5,18.8,7.429
akt-1;akt-2,14.7,17.5,19.048
akt-1;akt-2;sgk-1,14.7,22.7,54.422
daf-16;sgk-1,14.7,11.4,-22.449
trpa-1;daf-16,18.7,15.8,-15.508
trpa-1;daf-16,18.7,16.0,-14.439
trpa-1;daf-16,22.8,20.2,-11.404
daf-16;pkc-2,19.8,14.6,-26.263
daf-16;pkc-2,19.8,15.1,-23.737
daf-16;pkc-2,19.9,17.2,-13.568
daf-16;pkc-2,19.9,16.7,-16.08
sgk-1;trpa-1,19.6,15.8,-19.388
sgk-1;pkc-2,19.6,15.7,-19.898
sgk-1;trpa-1,19.7,18.7,-5.076
sgk-1;pkc-2,19.7,17.5,-11.168
sgk-1;daf-16,20.4,17.7,-13.235
sgk-1;daf-16,19.8,13.8,-30.303
skn-1;trpa-1,21.6,19.2,-11.111
skn-1;pkc-2,21.6,19.2,-11.111
pha-4;trpa-1,21.37,18.27,-14.506
pha-4;pkc-2,21.37,17.24,-19.326
hsf-1;trpa-1,21.25,20.5,-3.529
hsf-1;pkc-2,21.25,11.87,-44.141
cmk-1;trpa-1,15.35,24.28,58.176
cmk-1;trpa-1,15.35,22.85,48.86
unc-43;trpa-1,19.65,22.41,14.046
trpa-1;pkc-2,18.66,25.33,35.745
trpa-1;pkc-2,27.18,22.81,-16.078
trpa-1;pkc-2,20.0,16.0,-20.0
trpa-1;pkc-2,14.37,13.95,-2.923
akt-1;trpa-1,20.66,28.0,35.528
akt-2;trpa-1,18.18,28.78,58.306
jnk-1;trpa-1,19.33,18.88,-2.328
trpa-1;sgk-1,20.55,25.27,22.968
pkc-2;sgk-1,20.55,25.27,22.968
daf-2;trpa-1,21.09,36.72,74.111
daf-2;trpa-1,21.09,45.81,117.212
vang-1;skn-1,10.2,13.0,27.451
vang-1;daf-16,10.2,12.0,17.647
vang-1;daf-16,21.4,22.5,5.14
vang-1;daf-2,10.2,25.6,150.98
rrf-1;vang-1,12.8,14.6,14.062
sea-2;daf-16,17.3,12.1,-30.058
sea-2;daf-2,17.3,36.7,112.139
sea-2;daf-2;daf-16,17.3,13.1,-24.277
daf-9;daf-3,20.9,37.5,79.426
daf-9;daf-16,23.9,26.9,12.552
daf-9;daf-12,22.8,23.9,4.825
daf-15; dpy-20;daf-2; dpy-20,12.6,31.4,149.206
daf-15; dpy-20;daf-16; dpy-20,12.6,10.0,-20.635
mdl-1;mxl-2,17.39,16.08,-7.533
mxl-1;mxl-2,17.39,16.08,-7.533
mxl-1;daf-16,13.5,13.9,2.963
daf-16;mxl-1,13.5,13.7,1.481
mxl-2;daf-16,13.5,13.6,0.741
daf-16;mxl-2,13.5,14.2,5.185
daf-2;mxl-2,14.8,27.6,86.486
daf-2;mml-1,14.8,27.2,83.784
daf-2;mxl-2,20.0,28.0,40.0
mxl-1;daf-2,20.0,65.0,225.0
mxl-1;daf-2;daf-2,20.0,70.0,250.0
mxl-1;pha,17.85,12.5,-29.972
mxl-2;pha,17.85,11.78,-34.006
eat-2;mxl-2,20.0,17.39,-13.05
eat-2;mml-1,20.0,21.7,8.5
eat-2;mxl-2,20.0,18.8,-6.0
eat-2;mxl-1,20.0,30.0,50.0
eat-2;mdl-1,20.0,32.0,60.0
eat-2;mxl-1,20.0,29.3,46.5
rrf-3;daf-16;ttr-5,12.67,9.74,-23.125
rrf-3;daf-16;epc-1,12.67,8.85,-30.15
rrf-3;daf-16;pod-1,12.67,7.5,-40.805
rrf-3;daf-16;acs-5,12.67,10.93,-13.733
rrf-3;daf-16;daf-2,12.67,9.72,-23.283
rrf-3;daf-16;ral-1,12.67,10.84,-14.444
rrf-3;daf-16;pat-4,12.67,13.42,5.919
rrf-3;daf-16;Y66A7A1,12.67,12.21,-3.631
rrf-3;daf-16;grl-19,11.73,9.6,-18.159
rrf-3;daf-16;asm-3,11.73,10.35,-11.765
rrf-3;daf-16;cutl-28,11.73,8.71,-25.746
rrf-3;daf-16;aat-2,11.73,9.0,-23.274
rrf-3;daf-16;inx-8,11.73,10.03,-14.493
rrf-3;daf-16;inx-9,11.73,9.54,-18.67
rrf-3;daf-16;spe-26,11.73,9.58,-18.329
rrf-3;daf-16;amt-2,11.73,10.94,-6.735
rrf-3;daf-16;set-26,11.73,11.38,-2.984
rrf-3;daf-16;elt-6,11.73,11.41,-2.728
rrf-3;daf-16;tes-1,11.73,12.38,5.541
rrf-3;daf-16;mrlp-1,11.73,11.96,1.961
rrf-3;daf-16;acdh-13,11.73,13.16,12.191
rrf-3;daf-16;rps-23,11.73,17.15,46.206
rrf-3;daf-16;qars-1,11.73,11.68,-0.426
rrf-3;daf-16;ogdh-1,11.73,19.52,66.411
rrf-3;daf-16;tkt-1,11.73,12.47,6.309
rrf-3;daf-16;mars-1,11.73,13.62,16.113
rrf-3;daf-16;scl-8,11.73,12.24,4.348
rrf-3;daf-16;dld-1,11.73,19.76,68.457
hlh-30;tor,17.1,17.8,4.094
hlh-30;tor,18.7,17.0,-9.091
hlh-30;tor,21.6,19.3,-10.648
hlh-30;glp-1,14.4,17.7,22.917
hlh-30;glp-1,16.0,16.7,4.375
hlh-30;glp-1,19.2,17.6,-8.333
hlh-30;glp-1,17.6,16.6,-5.682
glp-1;vha-16,14.16,14.16,0.0
glp-1;vha-16,17.5,13.8,-21.143
glp-1;vha-16,16.8,14.8,-11.905
glp-1;vha-16,16.1,15.0,-6.832
glp-1;lmp-1,17.42,15.42,-11.481
glp-1;lmp-1,16.7,17.2,2.994
glp-1;lmp-1,17.9,16.6,-7.263
glp-1;lmp-1,15.8,18.3,15.823
rsks-1;atg-18,17.22,17.22,0.0
rsks-1;atg-18,17.9,18.4,2.793
rsks-1;atg-18,17.3,16.5,-4.624
rsks-1;atg-18,15.4,16.0,3.896
clk-1;hif-1,16.3,15.5,-4.908
isp-1;hif-1,14.4,15.9,10.417
clk-1;aha-1,15.3,15.3,0.0
isp-1;aha-1,15.8,18.0,13.924
clk-1;vhl-1,16.3,23.0,41.104
isp-1;vhl-1,14.4,23.6,63.889
clk-1;egl-9,14.4,19.0,31.944
isp-1;egl-9,16.3,22.6,38.65
clk-1;hif-1,15.3,16.5,7.843
isp-1;hif-1,15.8,18.4,16.456
clk-1;hif-1,18.1,28.0,54.696
isp-1;hif-1,18.1,20.2,11.602
cyc-1;hif-1,16.8,27.3,62.5
cco-1;hif-1,19.6,28.2,43.878
daf-1;hif-1,15.3,40.0,161.438
eat-2;hif-1,15.8,27.0,70.886
osm-5;hif-1,15.3,20.4,33.333
glp-1;hif-1,15.3,22.0,43.791
clk-1;vhl-1,15.3,20.4,33.333
isp-1;vhl-1,15.3,26.1,70.588
clk-1;egl-1,15.3,20.2,32.026
isp-1;egl-1,15.3,26.0,69.935
ifg-1;sca-1,23.6,16.1,-31.78
ifg-1;unc-70,23.6,25.3,7.203
ifg-1;let-711,22.9,19.8,-13.537
ifg-1;fasn-1,23.6,23.4,-0.847
ifg-1;mdt-15,22.6,18.5,-18.142
ifg-1;chc-1,22.6,23.7,4.867
aak-2;igf-1,19.7,17.3,-12.183
daf-16;ifg-1,25.4,16.9,-33.465
ifg-1;daf-2,20.3,44.8,120.69
ifg-1;daf-16,20.3,15.8,-22.167
ifg-1;sca-1,20.3,16.7,-17.734
ifg-1;fasn-1,20.3,20.0,-1.478
ifg-1;unc-70,20.3,22.0,8.374
ifg-1;chc-1,20.3,22.1,8.867
ifg-1;let-711,20.3,21.0,3.448
ifg-1;mdt-15,20.3,16.0,-21.182
ifg-1;ifg-1,20.3,29.2,43.842
daf-16;daf-2,20.3,12.9,-36.453
daf-16;daf-16,20.3,12.7,-37.438
daf-16;sca-1,20.3,12.7,-37.438
daf-16;fasn-1,20.3,12.1,-40.394
daf-16;unc-70,20.3,12.6,-37.931
daf-16;chc-1,20.3,12.6,-37.931
daf-16;let-711,20.3,12.1,-40.394
daf-16;mdt-15,20.3,12.1,-40.394
daf-16;ifg-1,20.3,14.2,-30.049
aak-2;daf-2,20.3,23.3,14.778
aak-2;daf-16,20.3,11.3,-44.335
aak-2;sca-1,20.3,18.1,-10.837
aak-2;fasn-1,20.3,17.9,-11.823
aak-2;unc-70,20.3,17.3,-14.778
aak-2;chc-1,20.3,17.6,-13.3
aak-2;let-711,20.3,17.3,-14.778
aak-2;mdt-15,20.3,12.2,-39.901
aak-2;ifg-1,20.3,21.9,7.882
rsks-1;sca-1,20.3,24.3,19.704
rsks-1;fasn-1,20.3,18.9,-6.897
rsks-1;unc-70,20.3,29.4,44.828
rsks-1;chc-1,20.3,23.0,13.3
rsks-1;let-711,20.3,28.1,38.424
rsks-1;mdt-15,20.3,19.3,-4.926
daf-2;daf-2,20.3,49.4,143.35
daf-2;daf-16,20.3,17.6,-13.3
daf-2;sca-1,20.3,39.8,96.059
daf-2;fasn-1,20.3,30.3,49.261
daf-2;unc-70,20.3,47.6,134.483
daf-2;chc-1,20.3,37.9,86.7
daf-2;let-711,20.3,34.7,70.936
daf-2;mdt-15,20.3,30.0,47.783
isp-1;daf-2,20.3,41.1,102.463
isp-1;daf-16,20.3,27.0,33.005
isp-1;sca-1,20.3,29.4,44.828
isp-1;fasn-1,20.3,30.1,48.276
isp-1;unc-70,20.3,29.7,46.305
isp-1;chc-1,20.3,29.6,45.813
isp-1;let-711,20.3,25.5,25.616
isp-1;mdt-15,20.3,25.4,25.123
isp-1;ifg-1,20.3,30.6,50.739
eat-2;daf-2,20.3,47.2,132.512
eat-2;daf-16,20.3,19.5,-3.941
eat-2;sca-1,20.3,20.9,2.956
eat-2;fasn-1,20.3,19.0,-6.404
eat-2;unc-70,20.3,24.6,21.182
eat-2;chc-1,20.3,24.1,18.719
eat-2;let-711,20.3,22.6,11.33
eat-2;mdt-15,20.3,16.9,-16.749
eat-2;ifg-1,20.3,35.0,72.414
mes-1;vps-34,16.5,17.1,3.636
mes-1;atg-18,16.6,12.2,-26.506
mes-1;pha-4,14.5,10.4,-28.276
glp-1;pha-4,18.7,16.7,-10.695
glp-1;pha-4,18.8,17.0,-9.574
glp-1;pha-4,20.2,17.7,-12.376
glp-1;vps-34,18.3,16.4,-10.383
glp-1;vps-34,17.9,17.8,-0.559
glp-1;vps-34,19.2,15.5,-19.271
glp-1;bec-1,18.3,17.4,-4.918
glp-1;bec-1,17.9,20.0,11.732
glp-1;bec-1,19.2,15.8,-17.708
glp-1;lgg-1,17.9,19.6,9.497
glp-1;lgg-1,18.5,19.9,7.568
glp-1;lgg-1,19.2,12.3,-35.937
glp-1;unc-51,18.3,16.0,-12.568
glp-1;unc-51,20.4,21.5,5.392
glp-1;unc-51,18.6,19.6,5.376
glp-1;atg-18,18.3,14.3,-21.858
glp-1;atg-18,20.4,16.2,-20.588
glp-1;atg-18,18.6,17.1,-8.065
glp-1;tor,17.9,21.9,22.346
glp-1;tor,18.5,23.9,29.189
glp-1;tor,19.2,18.5,-3.646
glp-1;tor,19.7,22.3,13.198
LPL-4;bec-1,19.2,20.4,6.25
LPL-4;bec-1,18.4,17.2,-6.522
LPL-4;bec-1,18.5,18.6,0.541
LPL-4;lgg-1,18.0,15.8,-12.222
LPL-4;lgg-1,18.4,16.7,-9.239
LPL-4;lgg-1,18.5,18.5,0.0
LPL-4;pha-4,19.0,18.9,-0.526
LPL-4;pha-4,18.4,17.5,-4.891
LPL-4;pha-4,18.5,16.4,-11.351
LPL-4;vps-34,19.0,17.5,-7.895
LPL-4;vps-34,19.2,20.7,7.812
LPL-4;vps-34,18.4,16.7,-9.239
LPL-4;tor,19.0,24.9,31.053
LPL-4;tor,18.4,24.0,30.435
LPL-4;tor,18.5,21.5,16.216
daf-10;nmur-1,11.3,21.1,86.726
daf-10;nmur-1,12.1,21.8,80.165
osm-3;nmur-1,10.5,15.2,44.762
osm-3;nmur-1,11.8,13.8,16.949
osm-3;nmur-1,13.8,15.7,13.768
osm-3;nmur-1,12.8,14.8,15.625
daf-2;nmur-1,11.6,36.7,216.379
daf-2;nmur-1,11.8,24.4,106.78
daf-16;nmur-1,11.7,11.8,0.855
aak-2;nmur-1,11.2,13.8,23.214
hsf-1;nmur-1,11.0,8.2,-25.455
pmk-1;nmur-1,12.4,14.2,14.516
daf-28;daf-16,20.7,14.0,-32.367
daf-28;daf-12,20.7,20.0,-3.382
daf-2;daf-16,12.2,12.2,0.0
daf-18;daf-16,12.2,9.8,-19.672
ins-7;ins-18,11.77,13.54,15.038
ins-7; ins-18;ins-18,11.77,14.47,22.94
ins-18;daf-2,16.0,28.0,75.0
ins-18;daf-2,10.0,31.6,216.0
glp-1;utx-1,16.59,24.09,45.208
eat-2;utx-1,13.96,20.0,43.266
daf-2;utx-1,22.4,38.4,71.429
daf-16;utx-1,19.0,17.33,-8.789
daf-2;utx-1,21.36,39.22,83.614
daf-16;utx-1,19.62,16.42,-16.31
eat-2;utx-1,15.37,19.87,29.278
glp-1;utx-1,13.71,18.19,32.677
nsy-1;flr-4,17.27,15.02,-13.028
nsy-1;flr-4,17.27,18.43,6.717
pmk-1;flr-4,17.27,18.2,5.385
pmk-3;flr-4,17.27,26.24,51.94
sek-1;flr-4,17.27,18.45,6.833
tir-1;flr-4,17.27,19.64,13.723
unc-43;flr-4,17.27,15.74,-8.859
flr-4;sek-1,21.5,20.74,-3.535
flr-4;nhr-8,18.97,20.7,9.12
